filename,cluster,shape_category
36858.png,6,7
72003.png,3,11
28325.png,5,10
6494.png,8,24
9266.png,17,13
21811.png,8,24
64231.png,8,19
8772.png,5,11
35817.png,8,23
25602.png,5,12
56083.png,9,5
47928.png,8,2
17107.png,18,10
5616.png,1,20
72653.png,4,4
55611.png,11,17
29295.png,2,17
30735.png,9,11
51714.png,7,22
26506.png,14,9
20112.png,15,28
59661.png,1,24
20253.png,8,10
74091.png,8,0
14415.png,8,21
12237.png,2,17
66329.png,8,4
52917.png,8,0
55062.png,8,20
38027.png,0,0
54032.png,15,1
35857.png,5,4
75094.png,19,8
45960.png,3,6
77032.png,13,18
18588.png,8,7
79149.png,8,10
67461.png,8,19
79146.png,8,16
7634.png,8,10
72216.png,8,15
13452.png,0,0
39631.png,8,2
29963.png,19,20
45673.png,1,20
31270.png,3,5
62614.png,19,5
101.png,3,26
36421.png,8,11
31400.png,8,21
20471.png,3,27
31101.png,8,1
34752.png,4,5
12015.png,7,16
26937.png,9,18
29697.png,3,3
66909.png,19,24
6764.png,8,8
30500.png,0,19
31997.png,2,16
19334.png,19,20
53775.png,2,25
42565.png,15,3
12790.png,9,15
50026.png,18,23
46596.png,8,4
37921.png,13,13
65900.png,3,10
67559.png,8,17
6877.png,17,29
53082.png,13,9
78216.png,8,23
38293.png,8,27
54963.png,8,20
15835.png,5,12
1179.png,3,26
43849.png,8,16
45206.png,1,5
13946.png,8,2
33463.png,10,26
55961.png,8,13
46948.png,0,24
68183.png,8,6
48071.png,8,6
30898.png,7,10
59118.png,0,2
52144.png,6,1
20436.png,8,27
36258.png,8,6
51281.png,8,3
77695.png,0,2
42709.png,8,16
8981.png,2,18
71661.png,8,25
12442.png,2,5
60128.png,6,8
25555.png,1,20
44664.png,8,9
67704.png,4,5
77053.png,8,1
2972.png,8,0
33694.png,14,12
42842.png,3,26
67639.png,17,27
54091.png,8,24
5713.png,3,16
67419.png,1,5
27845.png,3,3
58391.png,18,23
26116.png,11,23
32164.png,8,5
13419.png,8,11
34942.png,8,5
15045.png,8,26
80410.png,1,20
616.png,8,2
59414.png,8,6
44194.png,6,1
43417.png,8,21
57561.png,8,23
55120.png,2,13
54205.png,8,23
57798.png,8,16
50112.png,8,10
14752.png,2,5
4240.png,13,14
73130.png,8,26
28862.png,5,19
40827.png,8,27
43646.png,0,14
68987.png,11,26
39894.png,0,14
31090.png,8,14
52803.png,8,27
45965.png,8,25
13041.png,2,17
75493.png,2,7
15913.png,3,22
70739.png,0,29
34304.png,7,20
41263.png,8,11
68442.png,8,18
38591.png,2,17
30940.png,8,10
70906.png,2,13
68964.png,19,27
31613.png,3,11
54147.png,8,22
75618.png,8,28
38776.png,0,14
69162.png,18,0
8118.png,6,21
65302.png,1,20
21610.png,8,14
75474.png,1,28
57709.png,8,14
5980.png,1,22
35798.png,8,15
35583.png,0,15
72387.png,19,5
13349.png,10,19
56187.png,19,15
28526.png,18,23
25296.png,8,10
55071.png,15,13
68832.png,1,0
75304.png,8,5
55024.png,18,23
73811.png,19,8
68893.png,8,0
27349.png,2,5
78237.png,8,15
11946.png,19,15
3807.png,15,13
23196.png,2,29
69918.png,8,7
11726.png,8,10
22465.png,19,12
60872.png,8,9
72908.png,8,4
64256.png,17,26
15661.png,8,2
63490.png,9,3
52526.png,8,23
75961.png,4,11
45800.png,2,27
57249.png,9,4
23386.png,19,22
68204.png,18,23
33339.png,0,4
69566.png,8,25
25978.png,8,27
15681.png,1,27
79490.png,4,24
47682.png,7,1
48921.png,1,2
35917.png,18,18
61101.png,10,7
58962.png,8,1
42834.png,7,3
65372.png,7,27
5968.png,3,26
57865.png,8,5
57069.png,3,5
8117.png,1,20
46019.png,1,22
14539.png,8,22
63094.png,18,23
75844.png,0,19
1828.png,16,3
21027.png,8,14
12126.png,8,18
37170.png,17,17
31628.png,8,27
72574.png,8,7
57431.png,14,3
19371.png,1,10
10152.png,1,0
62917.png,4,7
22019.png,8,18
44009.png,8,12
32105.png,18,23
31889.png,8,9
38846.png,8,23
39005.png,8,24
22281.png,1,20
37310.png,2,18
48807.png,3,26
47532.png,2,0
46765.png,5,13
68605.png,18,23
68091.png,8,25
74145.png,1,20
74286.png,0,8
32408.png,9,11
47151.png,8,28
76703.png,2,5
4364.png,3,7
17807.png,1,16
31974.png,4,27
46993.png,8,1
55408.png,18,23
78451.png,8,28
65645.png,8,6
37226.png,3,22
48234.png,15,15
31967.png,8,9
3607.png,3,5
68598.png,8,7
12806.png,8,11
20914.png,2,18
30681.png,8,16
5106.png,2,18
56117.png,2,18
3965.png,8,24
75745.png,6,1
27907.png,18,23
59644.png,8,16
67862.png,11,26
8898.png,8,27
32170.png,6,1
46169.png,8,21
39413.png,8,23
51297.png,3,10
78108.png,5,10
77104.png,8,17
31892.png,6,8
56093.png,8,29
11234.png,5,4
56836.png,8,28
76132.png,3,6
17888.png,1,28
68911.png,17,27
77372.png,18,23
70694.png,8,8
11330.png,18,10
3476.png,8,25
77481.png,8,10
71825.png,8,12
19337.png,8,16
43372.png,8,23
26722.png,9,26
3364.png,8,10
1243.png,7,22
51706.png,2,18
54037.png,8,18
29561.png,13,1
21068.png,8,11
67329.png,6,21
62266.png,8,16
35270.png,3,11
39545.png,8,5
4143.png,5,25
80283.png,8,19
58105.png,19,7
19346.png,19,8
2109.png,11,8
3571.png,19,18
58989.png,8,22
18207.png,8,1
29247.png,2,18
53567.png,7,11
67109.png,8,9
34777.png,3,6
44071.png,1,16
44578.png,8,20
64546.png,1,27
76420.png,8,10
52231.png,2,18
17490.png,8,3
37826.png,5,4
5316.png,0,0
28750.png,0,7
34300.png,2,18
8559.png,1,0
24896.png,6,21
45755.png,2,0
63080.png,17,26
42574.png,18,0
51873.png,8,1
12055.png,15,21
48233.png,8,13
24538.png,1,28
7358.png,19,20
58013.png,8,16
5093.png,8,20
56691.png,18,11
37542.png,9,27
70544.png,8,15
2277.png,7,20
30777.png,11,26
61773.png,8,17
745.png,0,8
28714.png,8,27
68994.png,19,24
80603.png,17,18
52200.png,9,27
15236.png,16,3
31248.png,8,22
58703.png,17,6
30927.png,8,22
69678.png,12,8
22336.png,0,6
43545.png,8,12
24258.png,5,18
42143.png,8,29
54124.png,8,24
1376.png,16,3
32342.png,2,18
34995.png,8,16
33139.png,8,4
46411.png,8,16
25885.png,8,9
44337.png,8,0
78675.png,12,0
50342.png,11,18
18765.png,8,23
73551.png,0,13
38241.png,6,1
70341.png,2,25
57341.png,19,18
29703.png,1,20
80267.png,8,19
68483.png,1,13
29432.png,8,10
38745.png,3,20
3808.png,3,19
25901.png,7,2
13273.png,3,26
24895.png,19,5
41738.png,8,10
29448.png,8,13
49427.png,8,15
69456.png,9,26
42875.png,3,22
57194.png,8,22
34706.png,3,15
30268.png,2,17
17809.png,8,16
65781.png,1,28
57851.png,18,7
46528.png,6,7
49851.png,15,13
71121.png,6,23
30277.png,18,23
70102.png,8,10
53355.png,18,23
9049.png,2,18
776.png,10,12
48947.png,8,12
53502.png,19,18
11686.png,1,19
3248.png,13,17
22180.png,18,23
14976.png,2,25
19937.png,8,2
67444.png,8,14
75399.png,18,6
58045.png,0,15
46356.png,8,5
7346.png,8,8
46833.png,0,2
41018.png,8,5
43946.png,8,4
70575.png,5,25
74998.png,1,24
16694.png,11,26
46094.png,8,15
26145.png,0,1
20100.png,15,10
38686.png,19,28
30900.png,8,25
44574.png,18,17
66955.png,10,16
62524.png,3,11
10455.png,19,23
24037.png,2,17
65182.png,8,22
54600.png,8,25
2575.png,7,28
70027.png,13,19
67052.png,0,6
69571.png,8,14
19575.png,8,4
34907.png,8,29
29884.png,18,10
54512.png,8,8
58416.png,8,10
35248.png,12,8
6765.png,8,29
78577.png,2,18
7612.png,8,26
51663.png,8,17
54630.png,3,20
33512.png,18,11
58245.png,8,14
54015.png,19,0
31143.png,13,7
61194.png,6,21
57977.png,2,0
25154.png,8,10
58387.png,8,6
41292.png,2,17
24276.png,8,4
5611.png,8,23
48593.png,15,0
13835.png,8,12
19823.png,8,26
36968.png,15,22
56763.png,19,24
14649.png,8,22
21766.png,8,16
71094.png,17,15
27738.png,11,10
14736.png,8,1
49605.png,8,26
52939.png,15,5
36950.png,8,9
62492.png,19,15
71872.png,1,19
46308.png,4,24
37970.png,8,10
23788.png,1,22
28519.png,19,20
77447.png,8,16
77815.png,6,21
9833.png,19,15
60769.png,8,24
62625.png,0,2
8238.png,8,29
25547.png,2,18
56975.png,1,22
1321.png,0,0
22284.png,17,27
35995.png,8,25
5830.png,7,14
63464.png,8,27
75068.png,2,18
29774.png,8,22
55403.png,19,10
48254.png,8,23
26897.png,7,7
46172.png,8,1
63061.png,8,15
61259.png,10,6
76891.png,18,23
51610.png,8,5
41109.png,8,25
6981.png,19,28
19549.png,15,25
64606.png,8,3
9272.png,8,23
1415.png,0,2
78224.png,8,14
57505.png,0,20
72170.png,8,7
16271.png,19,27
14194.png,8,16
78328.png,8,22
43790.png,2,5
56912.png,15,18
37044.png,3,19
72977.png,1,28
22297.png,1,22
78360.png,8,17
30274.png,8,18
54659.png,6,21
23964.png,8,21
43807.png,9,4
22290.png,8,9
51993.png,3,0
73118.png,1,28
55055.png,18,0
56311.png,15,22
10212.png,19,17
54051.png,16,16
62703.png,1,20
36928.png,8,4
76137.png,17,13
54613.png,0,15
60202.png,15,22
9939.png,13,7
46324.png,8,26
39052.png,1,28
45689.png,1,19
79289.png,3,26
64740.png,19,7
40495.png,1,28
37717.png,8,5
880.png,3,7
74931.png,16,2
36703.png,8,24
27595.png,8,16
22719.png,8,2
67138.png,8,15
36060.png,2,10
54376.png,13,21
61616.png,8,7
21704.png,3,8
71464.png,0,18
51757.png,8,12
31115.png,8,3
78568.png,8,19
8856.png,8,25
41999.png,2,13
46416.png,2,18
46500.png,18,0
49403.png,8,28
33002.png,17,21
9055.png,17,17
43882.png,2,18
21898.png,8,28
23557.png,8,10
47709.png,8,12
29171.png,2,18
16935.png,8,6
42568.png,19,12
52992.png,8,23
48361.png,2,25
38677.png,16,3
17850.png,8,12
64014.png,1,22
40797.png,9,12
26399.png,11,26
35451.png,4,2
67523.png,8,15
9262.png,8,13
9550.png,1,5
75786.png,0,6
48367.png,8,10
20786.png,19,4
3091.png,8,10
64287.png,8,11
62140.png,2,5
43872.png,6,21
645.png,8,20
61323.png,13,20
6781.png,8,22
4848.png,8,8
40885.png,1,24
27054.png,19,27
60610.png,13,4
20994.png,3,7
22391.png,8,6
3978.png,3,17
62337.png,0,2
33146.png,19,13
25258.png,8,19
6351.png,8,23
40358.png,8,23
38958.png,11,4
28807.png,7,24
46894.png,8,9
65307.png,8,0
57818.png,0,26
74962.png,19,9
40988.png,3,6
30464.png,18,23
34367.png,0,6
34883.png,8,21
1502.png,11,26
63428.png,15,15
54358.png,8,16
45951.png,2,6
60263.png,8,25
21346.png,16,3
29519.png,8,12
21036.png,2,17
28876.png,14,9
75801.png,8,23
50305.png,15,16
44510.png,1,7
29066.png,19,2
41143.png,8,7
564.png,8,21
58690.png,1,24
20502.png,18,23
39244.png,8,25
6338.png,13,22
70436.png,0,2
36051.png,5,19
8766.png,10,17
35246.png,2,25
51702.png,8,18
54167.png,1,14
7500.png,2,17
70.png,8,11
7571.png,8,10
72897.png,8,8
37046.png,1,20
64584.png,14,26
63482.png,3,25
55421.png,8,14
53663.png,16,7
24328.png,8,8
40884.png,4,28
9908.png,7,11
7035.png,1,20
731.png,2,6
21026.png,2,17
45574.png,13,22
17534.png,16,3
57910.png,8,7
33510.png,1,22
68152.png,8,24
40791.png,6,1
47271.png,8,8
45669.png,8,24
54305.png,8,28
42937.png,9,11
15845.png,7,1
48848.png,8,18
42940.png,8,19
80026.png,2,18
59052.png,1,12
62022.png,7,22
61764.png,19,8
26905.png,9,11
23111.png,17,27
29425.png,3,26
52852.png,8,25
76983.png,2,27
33360.png,8,25
17945.png,8,23
40322.png,1,22
29755.png,8,5
71846.png,0,2
9154.png,8,9
60921.png,1,20
9420.png,19,23
80580.png,8,7
46206.png,18,23
18571.png,3,10
19562.png,0,6
52413.png,8,11
41173.png,2,5
61770.png,18,10
33914.png,0,3
21586.png,8,21
27973.png,8,2
51441.png,8,28
70157.png,17,5
38765.png,13,16
66727.png,16,11
59665.png,8,11
45253.png,9,29
57185.png,16,28
37681.png,19,10
37939.png,2,18
69452.png,8,23
20372.png,8,11
33304.png,8,12
65313.png,0,16
62968.png,4,23
71250.png,19,28
6168.png,6,8
28130.png,2,17
18124.png,17,25
24138.png,2,5
73911.png,8,12
40031.png,3,26
50020.png,8,18
6618.png,8,25
3980.png,8,24
60285.png,13,16
26842.png,8,22
55459.png,15,14
37737.png,1,20
67062.png,8,18
67234.png,8,16
50976.png,9,11
77179.png,13,28
43801.png,19,27
34606.png,8,28
40708.png,13,5
34701.png,8,29
71052.png,1,22
49828.png,8,22
72290.png,8,15
58412.png,8,6
53596.png,0,2
72659.png,13,13
61353.png,18,23
24409.png,19,0
72073.png,8,18
64126.png,8,3
79287.png,8,9
20071.png,0,18
26437.png,8,25
78468.png,19,27
46559.png,8,27
50188.png,1,20
3790.png,3,4
3916.png,5,25
78114.png,1,20
27912.png,8,4
74507.png,1,7
77522.png,8,14
50198.png,11,23
63090.png,2,5
74018.png,1,22
38785.png,1,22
32447.png,8,5
39969.png,6,21
44115.png,8,19
42837.png,19,20
35667.png,1,5
67545.png,19,28
61710.png,14,8
61630.png,1,20
34941.png,8,18
8848.png,5,21
22702.png,16,9
72693.png,8,23
25992.png,8,9
11735.png,15,1
49133.png,15,25
9877.png,16,9
79616.png,8,17
41474.png,8,28
35321.png,8,5
72054.png,1,22
42627.png,3,6
66767.png,1,24
55881.png,19,18
9126.png,8,1
25868.png,18,22
70600.png,7,24
53089.png,1,22
42752.png,8,21
14287.png,8,5
19652.png,8,3
25779.png,8,4
56605.png,1,22
11824.png,15,6
45188.png,3,5
3297.png,8,10
52297.png,3,5
9875.png,11,8
47552.png,8,2
40661.png,8,19
62547.png,9,10
59726.png,8,19
5141.png,8,27
51953.png,8,14
56396.png,3,17
22698.png,15,12
62851.png,3,29
52952.png,2,22
6448.png,8,27
68755.png,4,6
41344.png,2,18
31854.png,2,13
55907.png,8,22
57250.png,8,7
6001.png,0,0
66430.png,2,17
76281.png,8,16
12550.png,8,11
11450.png,8,24
47665.png,6,21
80385.png,3,15
7980.png,19,20
5517.png,0,12
6361.png,8,27
58390.png,14,7
74832.png,19,20
14619.png,18,23
54283.png,1,18
47195.png,8,16
36697.png,8,13
2557.png,8,10
42481.png,2,25
30619.png,8,29
50464.png,8,8
80337.png,0,21
79933.png,3,27
60639.png,11,4
4522.png,1,17
48722.png,17,4
54685.png,8,14
46201.png,8,5
40388.png,6,26
46203.png,8,22
22446.png,2,17
69403.png,18,23
78508.png,3,5
64618.png,11,4
76851.png,1,27
26974.png,2,17
50654.png,5,20
4405.png,8,27
10706.png,8,8
4684.png,0,12
25873.png,7,1
7519.png,2,23
17470.png,8,8
24039.png,8,20
64817.png,10,29
20211.png,8,24
77669.png,8,0
19080.png,19,28
56156.png,8,22
39168.png,2,13
78255.png,2,18
23127.png,8,4
37936.png,17,17
61853.png,15,22
68499.png,8,21
78498.png,8,6
53785.png,8,21
19601.png,15,25
28190.png,8,15
36806.png,8,2
39955.png,2,18
30431.png,13,20
14507.png,2,18
6704.png,8,25
55476.png,8,12
9622.png,2,13
75047.png,8,23
37199.png,6,21
49597.png,17,21
31477.png,0,8
23717.png,15,5
48375.png,12,17
51345.png,14,11
48810.png,8,10
5853.png,8,26
22311.png,18,23
60586.png,8,21
52213.png,1,20
24020.png,5,14
18582.png,5,11
13892.png,8,7
43681.png,19,13
65592.png,3,3
66638.png,3,6
65551.png,2,18
54166.png,8,8
77561.png,0,12
10129.png,8,29
18780.png,18,15
71771.png,8,8
53880.png,10,23
16517.png,1,22
63062.png,0,2
35640.png,8,4
45858.png,0,2
21596.png,0,18
17145.png,15,22
74214.png,8,0
4726.png,8,10
44890.png,8,23
7226.png,19,9
23911.png,19,19
63240.png,8,15
55366.png,8,24
55350.png,1,28
63832.png,0,4
63876.png,6,26
53366.png,2,18
45395.png,0,2
14712.png,8,2
37212.png,8,6
4535.png,8,11
63210.png,8,19
80770.png,1,16
14165.png,6,9
42520.png,8,10
35745.png,2,10
50611.png,8,20
38835.png,14,7
25108.png,1,17
12804.png,8,0
31648.png,8,1
68788.png,15,13
69209.png,8,16
52762.png,8,1
38639.png,0,3
35627.png,3,4
4060.png,8,23
40857.png,5,26
41131.png,0,2
29439.png,6,1
62179.png,0,6
19615.png,8,26
26282.png,6,1
66269.png,10,6
45489.png,2,17
39623.png,1,20
42415.png,8,23
8168.png,3,16
30298.png,2,18
75949.png,0,7
54877.png,15,20
62576.png,8,7
57972.png,8,29
26195.png,17,27
27858.png,8,6
48193.png,8,28
15078.png,8,28
51298.png,6,7
24457.png,14,9
16242.png,2,18
59459.png,0,0
57806.png,0,2
24597.png,5,6
8170.png,8,23
34048.png,8,27
50585.png,15,11
9451.png,2,25
70147.png,9,4
25812.png,8,15
41391.png,6,1
61338.png,19,28
18624.png,8,21
12605.png,5,19
11906.png,19,19
61280.png,12,16
3750.png,1,22
17846.png,8,16
80323.png,8,7
30889.png,3,17
63233.png,0,2
487.png,17,25
37197.png,8,21
54040.png,9,20
70572.png,2,17
22203.png,19,27
51631.png,19,13
17191.png,8,6
42339.png,8,10
46929.png,16,9
75071.png,8,1
498.png,17,25
55920.png,15,25
38999.png,0,15
39898.png,12,8
35893.png,8,10
59852.png,19,25
18803.png,2,7
38039.png,8,10
8362.png,18,23
42028.png,8,23
51975.png,3,21
74201.png,6,1
60041.png,8,21
12701.png,19,11
71161.png,19,25
21529.png,19,19
2042.png,8,14
66235.png,8,26
38498.png,15,21
22546.png,15,20
59826.png,8,3
6316.png,8,1
68680.png,0,2
31196.png,4,11
55804.png,8,14
12645.png,2,17
24997.png,10,2
4138.png,16,9
15581.png,2,17
5463.png,19,7
26926.png,3,5
14844.png,3,16
34891.png,3,14
38543.png,5,27
68773.png,18,0
62976.png,1,6
23164.png,11,25
64327.png,9,1
17927.png,2,13
26086.png,1,22
25100.png,2,18
17626.png,19,6
25908.png,2,18
60233.png,13,22
9317.png,3,5
40841.png,0,2
9503.png,15,5
73186.png,19,5
29530.png,8,5
53454.png,15,22
65238.png,8,11
38102.png,8,28
18783.png,8,29
34001.png,6,21
6065.png,8,4
3511.png,12,22
44925.png,8,13
45494.png,13,18
26376.png,18,23
25955.png,1,6
75312.png,8,19
42350.png,0,17
13035.png,0,18
53606.png,8,1
42983.png,8,16
49123.png,3,11
27115.png,19,7
67510.png,18,27
78336.png,8,25
55156.png,2,17
53238.png,8,19
16192.png,4,3
46597.png,19,7
51712.png,1,22
80411.png,8,26
63325.png,8,16
15559.png,6,8
46433.png,8,4
78143.png,2,18
6686.png,8,29
60446.png,1,22
39939.png,8,16
47766.png,1,14
15876.png,8,15
58735.png,8,7
33648.png,19,24
49600.png,8,19
37722.png,17,4
63409.png,10,3
11062.png,8,29
54802.png,15,1
14613.png,5,15
27495.png,0,2
69366.png,17,27
39941.png,8,6
44398.png,8,19
1957.png,8,4
54943.png,18,23
71463.png,8,25
62724.png,19,8
80156.png,2,18
3464.png,19,10
7060.png,3,9
2106.png,9,4
72751.png,8,28
61520.png,0,8
26857.png,8,27
65687.png,1,20
29165.png,8,1
17798.png,8,21
19986.png,17,0
60329.png,2,16
80696.png,2,18
66238.png,8,28
18199.png,8,12
58267.png,18,7
42278.png,8,28
13818.png,10,11
20294.png,8,17
25631.png,19,16
27980.png,2,18
60073.png,9,25
77021.png,8,10
44144.png,3,17
53892.png,3,21
65231.png,8,29
13976.png,6,1
37241.png,1,16
69815.png,9,19
20184.png,15,26
45164.png,1,22
3680.png,2,18
17155.png,0,0
47468.png,8,28
8806.png,8,11
67322.png,9,4
62894.png,0,6
7587.png,8,19
59695.png,15,5
14457.png,5,17
80462.png,3,17
4771.png,3,26
36021.png,8,4
55531.png,19,5
32144.png,8,3
33468.png,1,6
67680.png,8,7
29044.png,1,12
49389.png,4,29
68947.png,8,5
48607.png,4,11
43331.png,6,26
59506.png,8,3
67408.png,8,0
35461.png,8,19
76754.png,8,27
15917.png,8,17
9728.png,8,17
23603.png,8,25
67484.png,8,14
32301.png,19,18
18949.png,8,13
37927.png,8,6
35033.png,8,24
5694.png,8,27
18463.png,8,11
33438.png,4,26
65275.png,8,4
24237.png,4,11
54657.png,8,21
55568.png,2,27
53072.png,4,29
15723.png,8,11
50029.png,8,16
31846.png,3,26
65036.png,8,14
60706.png,8,13
50458.png,8,5
51229.png,0,14
59125.png,8,14
55363.png,7,1
8639.png,8,8
74906.png,8,13
64890.png,8,5
77069.png,16,6
3490.png,17,18
78610.png,1,20
8976.png,8,9
70716.png,10,26
23100.png,8,0
52417.png,19,14
19553.png,8,23
61315.png,7,0
38487.png,5,12
70004.png,12,5
46061.png,15,2
14854.png,8,5
50725.png,18,6
52148.png,8,21
15750.png,14,9
53171.png,19,4
57073.png,8,1
6359.png,11,29
25769.png,8,15
47276.png,9,27
49480.png,5,19
63736.png,8,13
13265.png,8,2
9432.png,8,10
76066.png,3,27
38517.png,8,1
40938.png,8,10
36173.png,14,3
42987.png,8,0
66520.png,8,15
43728.png,13,20
63230.png,0,3
59564.png,1,20
73480.png,8,3
78469.png,8,26
50379.png,0,2
78395.png,2,25
15761.png,8,4
37253.png,11,10
62508.png,15,27
8773.png,15,27
41422.png,8,12
54988.png,3,16
55506.png,16,2
57680.png,8,22
52270.png,15,15
37794.png,1,20
65793.png,8,5
7983.png,2,0
72205.png,2,13
22442.png,8,21
549.png,6,11
42057.png,8,23
26579.png,11,8
15555.png,8,8
9735.png,8,14
50618.png,8,23
31471.png,8,9
26803.png,8,6
73499.png,18,23
54869.png,0,2
60891.png,18,5
48321.png,8,19
13618.png,1,20
54084.png,8,19
74770.png,1,28
1631.png,8,16
66907.png,0,2
8202.png,8,29
76503.png,8,18
12224.png,7,22
12743.png,8,21
75003.png,8,16
4456.png,15,17
74054.png,8,21
45187.png,1,5
1259.png,19,10
50248.png,5,11
3700.png,5,7
35658.png,8,0
72436.png,8,17
21588.png,6,21
5797.png,19,14
10522.png,15,18
12588.png,1,22
479.png,8,20
9605.png,17,21
37124.png,8,20
2862.png,2,17
57132.png,0,16
50094.png,5,20
33557.png,19,5
33266.png,16,8
50386.png,8,16
18679.png,8,13
25139.png,8,26
23068.png,3,17
73139.png,8,29
43303.png,8,23
72942.png,3,16
14818.png,8,23
41306.png,18,29
25590.png,1,22
6893.png,19,8
41661.png,2,17
13291.png,8,8
41235.png,8,9
48788.png,8,15
76495.png,8,12
46057.png,10,2
19587.png,8,12
23000.png,19,25
63329.png,18,6
15683.png,0,15
66996.png,8,11
25642.png,2,27
59677.png,0,27
42780.png,1,20
48113.png,18,23
44505.png,8,16
72489.png,19,25
4346.png,8,11
74875.png,2,17
53739.png,15,21
8684.png,15,0
49607.png,8,28
30517.png,2,18
23953.png,8,13
69042.png,3,27
16010.png,8,7
74706.png,1,20
80201.png,2,7
16802.png,8,12
60594.png,3,16
69999.png,8,20
42625.png,8,29
8448.png,9,9
78683.png,5,12
11949.png,0,27
44600.png,0,2
16236.png,5,4
77474.png,8,15
9183.png,2,29
55179.png,8,3
2531.png,3,16
8113.png,1,5
58812.png,8,1
22519.png,15,29
3290.png,8,5
34782.png,12,16
78141.png,8,11
22766.png,6,21
28525.png,8,7
4713.png,13,8
60102.png,18,23
20968.png,3,12
49822.png,16,14
6652.png,8,21
68011.png,8,22
7157.png,3,16
80510.png,8,2
40404.png,4,4
72263.png,0,2
56949.png,11,8
17064.png,6,9
232.png,8,6
9647.png,8,14
31374.png,16,8
5396.png,8,2
30926.png,8,10
33771.png,8,13
39869.png,3,5
51903.png,2,18
63580.png,5,1
36904.png,12,0
72802.png,9,27
7981.png,19,18
4043.png,15,21
48932.png,17,18
7751.png,8,10
15269.png,8,26
70215.png,2,25
46168.png,8,21
15722.png,6,16
52348.png,2,13
13666.png,8,3
59220.png,8,0
61875.png,8,14
35112.png,8,17
39084.png,8,16
65409.png,2,20
15235.png,8,25
76990.png,8,16
19895.png,8,3
45815.png,5,15
16533.png,13,17
50361.png,14,19
24173.png,8,22
79940.png,8,8
24364.png,15,13
50755.png,8,1
25618.png,19,10
80698.png,12,27
46307.png,8,7
28247.png,10,2
16699.png,8,23
44449.png,8,6
58295.png,8,5
30402.png,16,11
18304.png,8,10
14341.png,8,8
4003.png,5,20
64695.png,8,5
17448.png,8,1
72648.png,6,15
36489.png,8,21
42784.png,8,27
70035.png,13,28
45710.png,8,9
76089.png,3,15
38837.png,8,18
61837.png,8,13
23986.png,3,3
58726.png,2,17
26172.png,2,23
24048.png,1,28
26633.png,8,11
1660.png,11,16
9926.png,1,28
34805.png,2,18
53887.png,8,9
20993.png,8,16
71525.png,0,2
34560.png,1,5
7606.png,8,9
72324.png,2,25
3579.png,16,9
39922.png,2,17
45185.png,12,9
66051.png,8,11
55319.png,8,20
19005.png,3,22
61998.png,19,10
46864.png,3,16
26468.png,8,16
7848.png,8,23
37489.png,3,15
65326.png,6,8
70119.png,8,19
69108.png,3,17
26128.png,3,3
65412.png,8,25
29994.png,3,1
70472.png,8,6
25655.png,8,18
60911.png,8,4
47160.png,13,25
58179.png,8,6
1308.png,19,25
80540.png,19,6
45909.png,3,16
46581.png,8,23
40825.png,8,5
65248.png,16,9
34909.png,18,3
53586.png,17,17
23053.png,19,26
27963.png,6,24
25762.png,19,18
68255.png,0,10
43025.png,8,2
51158.png,8,4
37374.png,8,27
6989.png,18,23
44085.png,14,19
24542.png,4,4
72557.png,18,5
5167.png,3,17
29870.png,1,5
33261.png,18,23
30334.png,8,24
29225.png,0,14
8910.png,0,2
6859.png,15,28
43065.png,2,18
69847.png,3,11
53036.png,8,29
21956.png,1,18
10515.png,17,12
65520.png,8,6
23811.png,8,21
13667.png,8,21
40640.png,12,5
61596.png,8,11
17293.png,19,5
20197.png,8,27
33913.png,3,5
5896.png,2,0
7988.png,15,23
47240.png,3,26
8057.png,8,6
41995.png,1,28
37519.png,2,25
21151.png,16,8
76142.png,8,10
62197.png,16,5
61023.png,18,0
15700.png,8,13
22293.png,1,20
77020.png,8,27
18770.png,8,8
59092.png,18,23
53504.png,1,20
58750.png,1,27
42854.png,2,22
72736.png,1,20
31243.png,8,2
52017.png,6,1
13054.png,7,22
9174.png,5,0
70023.png,0,19
71951.png,8,27
30841.png,2,5
72563.png,8,17
17773.png,8,7
72674.png,8,8
46317.png,5,4
29185.png,13,21
34555.png,3,26
44617.png,8,6
39082.png,1,22
35329.png,8,18
53568.png,19,27
24976.png,2,17
11300.png,8,28
43411.png,8,10
2713.png,18,23
66078.png,8,27
36907.png,8,3
7214.png,19,18
34971.png,8,8
77073.png,13,21
77571.png,2,18
67231.png,19,27
50876.png,8,16
21270.png,19,2
1112.png,8,6
22823.png,16,9
14081.png,2,25
2026.png,8,15
602.png,8,1
24503.png,8,16
51606.png,8,4
59977.png,1,28
19723.png,18,7
63596.png,14,9
62210.png,8,29
61055.png,8,7
34974.png,8,26
28212.png,8,2
28653.png,0,27
77016.png,8,13
79320.png,18,23
64900.png,18,0
1119.png,8,19
51614.png,0,21
30244.png,17,21
1421.png,2,24
16550.png,8,0
69354.png,8,3
60819.png,8,20
66530.png,8,28
22677.png,19,20
15955.png,8,8
79571.png,8,25
65566.png,2,23
292.png,9,3
44017.png,2,5
8450.png,1,24
79642.png,8,22
48714.png,4,4
35613.png,8,9
59243.png,1,27
39688.png,1,22
69356.png,0,14
10753.png,15,28
1632.png,8,24
73070.png,16,13
2011.png,2,18
75019.png,8,4
13140.png,19,20
59756.png,1,20
44920.png,1,24
43704.png,2,13
38915.png,19,28
7549.png,1,5
