base_cluster,other_cluster,group,outlier_id,options
"[3, 3]","[19, 18]","['10017', '22002', '22487', '30004', '49556']",49556,"['22002', '30004', '10017', '22487', '49556']"
"[3, 16]","[5, 4]","['177', '56017', '63317', '11746', '51114']",51114,"['11746', '51114', '63317', '177', '56017']"
"[0, 0]","[3, 16]","['28082', '8176', '14834', '78009', '63317']",63317,"['28082', '63317', '8176', '14834', '78009']"
"[4, 27]","[14, 8]","['12888', '77515', '5222', '70239', '28694']",28694,"['70239', '5222', '77515', '28694', '12888']"
"[3, 28]","[17, 18]","['8257', '55090', '73823', '42226', '31693']",31693,"['31693', '8257', '73823', '42226', '55090']"
"[5, 19]","[19, 28]","['51211', '60473', '63077', '54232', '55589']",55589,"['51211', '60473', '55589', '54232', '63077']"
"[17, 5]","[5, 19]","['72055', '50221', '7913', '33045', '54232']",54232,"['33045', '54232', '7913', '72055', '50221']"
"[0, 2]","[9, 3]","['80744', '48095', '60860', '67842', '14914']",14914,"['67842', '48095', '80744', '14914', '60860']"
"[3, 17]","[7, 22]","['38478', '33084', '12043', '54792', '40679']",40679,"['33084', '12043', '38478', '54792', '40679']"
"[14, 9]","[3, 28]","['40550', '26506', '6508', '39708', '73823']",73823,"['73823', '6508', '40550', '26506', '39708']"
"[3, 7]","[17, 5]","['19796', '19992', '4286', '30859', '50221']",50221,"['50221', '19992', '4286', '19796', '30859']"
"[17, 18]","[9, 3]","['66935', '6955', '51240', '70105', '1268']",1268,"['1268', '70105', '66935', '6955', '51240']"
"[14, 9]","[19, 25]","['39708', '26678', '40550', '14102', '33749']",33749,"['40550', '14102', '39708', '33749', '26678']"
"[0, 2]","[5, 19]","['54867', '43629', '9836', '44145', '60473']",60473,"['43629', '60473', '9836', '44145', '54867']"
"[14, 8]","[7, 1]","['46039', '40877', '28694', '39691', '12376']",12376,"['12376', '28694', '39691', '40877', '46039']"
"[3, 5]","[9, 11]","['12162', '63514', '64', '74226', '4186']",4186,"['12162', '63514', '74226', '4186', '64']"
"[0, 14]","[14, 7]","['80522', '1261', '75707', '39894', '77045']",77045,"['80522', '77045', '75707', '39894', '1261']"
"[5, 22]","[0, 6]","['77349', '57572', '40863', '48795', '49395']",49395,"['77349', '57572', '48795', '49395', '40863']"
"[0, 0]","[19, 25]","['78009', '8176', '14834', '28082', '59747']",59747,"['8176', '59747', '14834', '28082', '78009']"
"[7, 22]","[14, 8]","['79411', '23132', '40679', '31113', '28694']",28694,"['79411', '40679', '23132', '28694', '31113']"
"[3, 16]","[17, 5]","['177', '63317', '11746', '59100', '33045']",33045,"['177', '33045', '59100', '11746', '63317']"
"[14, 9]","[19, 5]","['6508', '14102', '39708', '40550', '72346']",72346,"['14102', '39708', '72346', '40550', '6508']"
"[19, 13]","[17, 21]","['43324', '42612', '43396', '37914', '69704']",69704,"['69704', '43324', '43396', '37914', '42612']"
"[0, 24]","[19, 10]","['48780', '37989', '31926', '74418', '25168']",25168,"['37989', '48780', '25168', '74418', '31926']"
"[9, 3]","[3, 17]","['1268', '14914', '64671', '74662', '54792']",54792,"['74662', '14914', '54792', '1268', '64671']"
"[19, 10]","[5, 4]","['55791', '25618', '21540', '73023', '35725']",35725,"['21540', '73023', '25618', '55791', '35725']"
"[14, 8]","[9, 4]","['28732', '39691', '40877', '28694', '80219']",80219,"['80219', '28732', '40877', '28694', '39691']"
"[0, 6]","[17, 18]","['49395', '25447', '59474', '75880', '21408']",21408,"['75880', '49395', '21408', '25447', '59474']"
"[0, 14]","[19, 18]","['17291', '39894', '75707', '1261', '36535']",36535,"['1261', '75707', '17291', '36535', '39894']"
"[0, 24]","[3, 21]","['31926', '37989', '48780', '74418', '42206']",42206,"['48780', '74418', '37989', '42206', '31926']"
"[9, 26]","[0, 14]","['50181', '6759', '7474', '23716', '1261']",1261,"['1261', '50181', '6759', '23716', '7474']"
"[5, 29]","[18, 25]","['57316', '51743', '55950', '52548', '25711']",25711,"['25711', '55950', '57316', '52548', '51743']"
"[7, 3]","[19, 25]","['52457', '64781', '75828', '61767', '74532']",74532,"['52457', '64781', '61767', '74532', '75828']"
"[18, 23]","[15, 28]","['72978', '5909', '25667', '32105', '10526']",10526,"['5909', '32105', '10526', '25667', '72978']"
"[3, 5]","[0, 7]","['63514', '12162', '64', '74226', '10984']",10984,"['10984', '12162', '74226', '64', '63514']"
"[3, 21]","[9, 4]","['47060', '57272', '14038', '42206', '50510']",50510,"['47060', '42206', '14038', '50510', '57272']"
"[18, 25]","[9, 11]","['3282', '62071', '25711', '4132', '30907']",30907,"['62071', '4132', '3282', '30907', '25711']"
"[0, 24]","[7, 3]","['74418', '37989', '31926', '48780', '52457']",52457,"['31926', '48780', '37989', '52457', '74418']"
"[3, 21]","[0, 6]","['42206', '53064', '57272', '14038', '59474']",59474,"['14038', '53064', '57272', '59474', '42206']"
"[7, 22]","[0, 14]","['79411', '31113', '40679', '23132', '37963']",37963,"['79411', '37963', '31113', '40679', '23132']"
"[7, 20]","[3, 28]","['2277', '54372', '2425', '55305', '8257']",8257,"['2425', '54372', '2277', '55305', '8257']"
"[19, 14]","[5, 19]","['72517', '64729', '26703', '26372', '63077']",63077,"['26372', '63077', '72517', '64729', '26703']"
"[3, 4]","[19, 25]","['9383', '20671', '35787', '11039', '47247']",47247,"['47247', '9383', '35787', '20671', '11039']"
"[0, 7]","[3, 21]","['66807', '10984', '72266', '65801', '47060']",47060,"['66807', '10984', '47060', '72266', '65801']"
"[19, 8]","[5, 22]","['19346', '6777', '36396', '71082', '7217']",7217,"['6777', '19346', '36396', '7217', '71082']"
"[15, 28]","[14, 9]","['23274', '10526', '38548', '67905', '26678']",26678,"['67905', '23274', '10526', '38548', '26678']"
"[3, 26]","[0, 6]","['19246', '18887', '11033', '9147', '49395']",49395,"['9147', '19246', '18887', '11033', '49395']"
"[15, 17]","[14, 8]","['11908', '1225', '47834', '60915', '28694']",28694,"['11908', '47834', '60915', '1225', '28694']"
"[7, 1]","[19, 18]","['12421', '12376', '16951', '3536', '36535']",36535,"['16951', '3536', '12421', '36535', '12376']"
"[19, 25]","[17, 18]","['59747', '47247', '74532', '26994', '21408']",21408,"['59747', '74532', '26994', '21408', '47247']"
"[4, 27]","[9, 11]","['5222', '77515', '70239', '12888', '52758']",52758,"['12888', '5222', '77515', '70239', '52758']"
"[19, 5]","[3, 26]","['72346', '76431', '59952', '63902', '40031']",40031,"['40031', '76431', '63902', '59952', '72346']"
"[3, 5]","[0, 2]","['64', '63514', '12162', '74226', '32703']",32703,"['32703', '64', '12162', '74226', '63514']"
"[18, 25]","[17, 5]","['73827', '62071', '4132', '25711', '33045']",33045,"['62071', '73827', '4132', '33045', '25711']"
"[3, 26]","[18, 25]","['49864', '68096', '50906', '9147', '25711']",25711,"['49864', '50906', '68096', '25711', '9147']"
"[3, 28]","[19, 18]","['42226', '55090', '12683', '73823', '49556']",49556,"['73823', '12683', '55090', '42226', '49556']"
"[7, 3]","[5, 19]","['61767', '75828', '64781', '52457', '51211']",51211,"['61767', '75828', '52457', '51211', '64781']"
"[17, 21]","[9, 26]","['62454', '69704', '40487', '62549', '50181']",50181,"['62549', '40487', '62454', '69704', '50181']"
"[3, 4]","[4, 27]","['11039', '20671', '9383', '35787', '12888']",12888,"['35787', '11039', '9383', '12888', '20671']"
"[3, 21]","[5, 4]","['47060', '53064', '42206', '57272', '35725']",35725,"['42206', '53064', '47060', '35725', '57272']"
"[19, 5]","[3, 16]","['72346', '63902', '76431', '32569', '59100']",59100,"['59100', '72346', '32569', '63902', '76431']"
"[3, 3]","[17, 18]","['10017', '30004', '22002', '22487', '21543']",21543,"['30004', '10017', '22002', '21543', '22487']"
"[3, 21]","[9, 4]","['57272', '14038', '47060', '53064', '50510']",50510,"['50510', '47060', '53064', '14038', '57272']"
"[3, 28]","[7, 1]","['8257', '73823', '12683', '42226', '8109']",8109,"['8257', '12683', '73823', '8109', '42226']"
"[0, 6]","[14, 7]","['75880', '59474', '49395', '25447', '51393']",51393,"['25447', '59474', '75880', '51393', '49395']"
"[7, 22]","[14, 9]","['79411', '23132', '40679', '31113', '39708']",39708,"['31113', '23132', '79411', '40679', '39708']"
"[19, 10]","[3, 21]","['25618', '73023', '55791', '21540', '53064']",53064,"['55791', '25618', '21540', '53064', '73023']"
"[9, 26]","[7, 22]","['27788', '6759', '50181', '23716', '31113']",31113,"['6759', '31113', '27788', '50181', '23716']"
"[3, 17]","[14, 8]","['53579', '33084', '38478', '54792', '28694']",28694,"['53579', '54792', '28694', '38478', '33084']"
"[19, 25]","[17, 18]","['26994', '59747', '47247', '33749', '66935']",66935,"['26994', '66935', '59747', '47247', '33749']"
"[3, 26]","[19, 14]","['72586', '9147', '49864', '68096', '26372']",26372,"['49864', '72586', '26372', '9147', '68096']"
"[3, 16]","[19, 25]","['177', '11746', '59100', '56017', '47247']",47247,"['59100', '177', '11746', '56017', '47247']"
"[3, 12]","[0, 6]","['1181', '27821', '37955', '20968', '59474']",59474,"['59474', '37955', '1181', '27821', '20968']"
"[19, 13]","[0, 0]","['37914', '35479', '43396', '43324', '8176']",8176,"['37914', '43324', '35479', '43396', '8176']"
"[14, 7]","[3, 26]","['77045', '38835', '67483', '51393', '11033']",11033,"['38835', '67483', '11033', '51393', '77045']"
"[3, 3]","[14, 8]","['10131', '22002', '10017', '72700', '28732']",28732,"['10017', '22002', '28732', '72700', '10131']"
"[3, 21]","[0, 14]","['42206', '14038', '53064', '57272', '1261']",1261,"['57272', '53064', '1261', '14038', '42206']"
"[15, 17]","[19, 18]","['60915', '11908', '1225', '47834', '41277']",41277,"['11908', '47834', '41277', '60915', '1225']"
"[9, 3]","[19, 25]","['14914', '9662', '64671', '74662', '59747']",59747,"['74662', '14914', '59747', '64671', '9662']"
"[9, 11]","[7, 3]","['61914', '335', '78534', '15606', '75828']",75828,"['78534', '75828', '15606', '61914', '335']"
"[15, 28]","[0, 14]","['38548', '3258', '23274', '67905', '1261']",1261,"['23274', '3258', '38548', '1261', '67905']"
"[0, 14]","[3, 16]","['80522', '39894', '1261', '42604', '63317']",63317,"['80522', '42604', '39894', '63317', '1261']"
"[0, 7]","[15, 28]","['66807', '10984', '65801', '72266', '10526']",10526,"['65801', '10984', '66807', '72266', '10526']"
"[19, 5]","[7, 3]","['76431', '63902', '32569', '55314', '61767']",61767,"['55314', '32569', '63902', '61767', '76431']"
"[0, 24]","[19, 14]","['37989', '74418', '31926', '48780', '26703']",26703,"['48780', '31926', '74418', '26703', '37989']"
"[3, 3]","[19, 18]","['30004', '72700', '10017', '994', '30721']",30721,"['10017', '30721', '994', '72700', '30004']"
"[7, 3]","[5, 4]","['75828', '64781', '61767', '52457', '53032']",53032,"['53032', '64781', '75828', '52457', '61767']"
"[5, 19]","[0, 7]","['35619', '51211', '49189', '60473', '65801']",65801,"['60473', '65801', '49189', '35619', '51211']"
"[0, 7]","[19, 28]","['72266', '65801', '10984', '66807', '40111']",40111,"['10984', '66807', '65801', '72266', '40111']"
"[19, 25]","[7, 3]","['74532', '26994', '33749', '59747', '61767']",61767,"['59747', '33749', '74532', '61767', '26994']"
"[19, 8]","[0, 0]","['71082', '36396', '19346', '6777', '78009']",78009,"['36396', '71082', '78009', '19346', '6777']"
"[15, 21]","[5, 22]","['3384', '20839', '13497', '7489', '7217']",7217,"['7489', '20839', '7217', '13497', '3384']"
"[7, 22]","[19, 8]","['31113', '79411', '40679', '23132', '19346']",19346,"['31113', '23132', '40679', '19346', '79411']"
"[3, 21]","[4, 27]","['42206', '57272', '14038', '47060', '77515']",77515,"['57272', '47060', '77515', '42206', '14038']"
"[19, 28]","[0, 0]","['40111', '52721', '42272', '43363', '78009']",78009,"['40111', '78009', '42272', '43363', '52721']"
"[19, 25]","[18, 23]","['59747', '33749', '26994', '74532', '72978']",72978,"['26994', '74532', '59747', '72978', '33749']"
"[7, 20]","[0, 14]","['55305', '2425', '2277', '54372', '17291']",17291,"['55305', '17291', '2277', '2425', '54372']"
"[7, 20]","[3, 12]","['2425', '55305', '2277', '54372', '20968']",20968,"['2277', '2425', '20968', '55305', '54372']"
"[3, 21]","[14, 9]","['57272', '47060', '53064', '42206', '6508']",6508,"['57272', '53064', '6508', '42206', '47060']"
"[7, 3]","[3, 4]","['52457', '64781', '61767', '75828', '9383']",9383,"['75828', '9383', '61767', '52457', '64781']"
"[4, 27]","[19, 25]","['77515', '12888', '5222', '70239', '47247']",47247,"['47247', '5222', '77515', '12888', '70239']"
"[9, 3]","[15, 13]","['1268', '74662', '9662', '64671', '25079']",25079,"['64671', '74662', '1268', '25079', '9662']"
"[5, 29]","[7, 1]","['55950', '18711', '57316', '51743', '12421']",12421,"['51743', '55950', '12421', '18711', '57316']"
"[14, 9]","[19, 10]","['14102', '40550', '26678', '6508', '55791']",55791,"['6508', '40550', '14102', '26678', '55791']"
"[3, 17]","[19, 18]","['54792', '38478', '64047', '12043', '30721']",30721,"['12043', '30721', '38478', '54792', '64047']"
"[19, 18]","[7, 22]","['30721', '36535', '55086', '49556', '23132']",23132,"['55086', '36535', '23132', '30721', '49556']"
"[17, 21]","[19, 5]","['69704', '9795', '62454', '62549', '55314']",55314,"['62454', '62549', '55314', '69704', '9795']"
"[15, 13]","[0, 14]","['53137', '25079', '34763', '42684', '80522']",80522,"['42684', '80522', '25079', '53137', '34763']"
"[0, 2]","[15, 13]","['62759', '67842', '60860', '9836', '25079']",25079,"['60860', '25079', '9836', '62759', '67842']"
"[19, 25]","[14, 9]","['47247', '33749', '26994', '74532', '39708']",39708,"['39708', '74532', '33749', '26994', '47247']"
"[3, 12]","[14, 8]","['20968', '27821', '37955', '1181', '46039']",46039,"['1181', '27821', '37955', '46039', '20968']"
"[7, 20]","[19, 25]","['54372', '2425', '2277', '55305', '33749']",33749,"['2425', '55305', '2277', '33749', '54372']"
"[0, 7]","[17, 21]","['65801', '15613', '10984', '72266', '78147']",78147,"['10984', '78147', '65801', '72266', '15613']"
"[19, 10]","[4, 27]","['25168', '21540', '55791', '73023', '12888']",12888,"['55791', '21540', '25168', '12888', '73023']"
"[14, 9]","[3, 3]","['40550', '39708', '26678', '6508', '10131']",10131,"['6508', '26678', '40550', '39708', '10131']"
"[14, 7]","[15, 28]","['25607', '38835', '51393', '77045', '3258']",3258,"['77045', '38835', '51393', '3258', '25607']"
"[19, 14]","[3, 21]","['64729', '26703', '26372', '72517', '47060']",47060,"['26372', '47060', '26703', '64729', '72517']"
"[7, 1]","[9, 26]","['3536', '12376', '10825', '53652', '7474']",7474,"['53652', '12376', '3536', '10825', '7474']"
"[19, 14]","[3, 5]","['26703', '64729', '72517', '26372', '64']",64,"['64', '26372', '26703', '72517', '64729']"
"[0, 7]","[4, 27]","['65801', '10984', '72266', '15613', '5222']",5222,"['65801', '5222', '72266', '10984', '15613']"
"[3, 4]","[0, 24]","['11039', '35787', '9383', '20671', '48780']",48780,"['20671', '35787', '9383', '48780', '11039']"
"[19, 28]","[15, 17]","['23197', '43363', '52721', '55589', '11908']",11908,"['43363', '23197', '11908', '52721', '55589']"
"[3, 17]","[18, 23]","['54792', '53579', '33084', '12043', '59794']",59794,"['59794', '33084', '53579', '12043', '54792']"
"[19, 5]","[3, 12]","['55314', '32569', '17017', '72346', '1181']",1181,"['1181', '32569', '17017', '72346', '55314']"
"[3, 7]","[7, 1]","['4286', '19992', '73164', '30859', '17550']",17550,"['73164', '30859', '4286', '19992', '17550']"
"[9, 3]","[0, 24]","['1268', '74662', '9662', '14914', '31926']",31926,"['74662', '31926', '14914', '1268', '9662']"
"[0, 7]","[17, 21]","['72266', '15613', '66807', '65801', '62549']",62549,"['15613', '72266', '65801', '66807', '62549']"
"[14, 7]","[3, 28]","['38835', '51393', '77045', '25607', '8257']",8257,"['38835', '25607', '8257', '51393', '77045']"
"[19, 18]","[4, 27]","['55086', '29042', '35149', '41277', '12888']",12888,"['55086', '12888', '29042', '35149', '41277']"
"[15, 21]","[7, 20]","['7489', '3384', '20839', '13497', '2425']",2425,"['2425', '3384', '7489', '20839', '13497']"
"[7, 3]","[0, 24]","['61767', '64781', '52457', '75828', '74418']",74418,"['75828', '61767', '74418', '52457', '64781']"
"[7, 20]","[3, 4]","['2425', '2277', '54372', '55305', '11039']",11039,"['55305', '2277', '54372', '11039', '2425']"
"[7, 3]","[3, 7]","['61767', '75828', '64781', '52457', '73164']",73164,"['64781', '52457', '75828', '61767', '73164']"
"[19, 10]","[5, 29]","['73023', '25618', '55791', '21540', '57316']",57316,"['55791', '21540', '57316', '25618', '73023']"
"[15, 13]","[18, 25]","['20590', '24364', '53137', '42684', '25711']",25711,"['42684', '25711', '20590', '53137', '24364']"
"[7, 22]","[15, 17]","['23132', '79411', '31113', '40679', '11908']",11908,"['23132', '31113', '11908', '40679', '79411']"
"[3, 5]","[19, 8]","['64', '12162', '63514', '74226', '71082']",71082,"['71082', '74226', '64', '12162', '63514']"
"[19, 25]","[14, 8]","['26994', '74532', '59747', '33749', '28694']",28694,"['28694', '33749', '74532', '26994', '59747']"
"[14, 7]","[0, 24]","['38835', '67483', '77045', '25607', '31926']",31926,"['31926', '25607', '67483', '38835', '77045']"
"[15, 28]","[0, 24]","['38548', '23274', '10526', '3258', '48780']",48780,"['23274', '10526', '38548', '3258', '48780']"
"[4, 27]","[3, 28]","['5222', '77515', '12888', '70239', '55090']",55090,"['77515', '5222', '55090', '12888', '70239']"
"[9, 26]","[19, 5]","['6759', '7474', '23716', '50181', '59952']",59952,"['6759', '50181', '59952', '7474', '23716']"
"[18, 25]","[5, 4]","['25711', '4132', '62071', '73827', '51114']",51114,"['51114', '25711', '4132', '73827', '62071']"
"[19, 25]","[5, 4]","['26994', '59747', '74532', '47247', '70560']",70560,"['47247', '59747', '26994', '74532', '70560']"
"[15, 28]","[0, 0]","['67905', '38548', '23274', '10526', '14834']",14834,"['14834', '23274', '10526', '38548', '67905']"
"[19, 8]","[3, 16]","['19346', '71082', '36396', '6777', '11746']",11746,"['36396', '11746', '6777', '19346', '71082']"
"[3, 4]","[5, 29]","['35787', '9383', '20671', '11039', '55950']",55950,"['20671', '11039', '9383', '35787', '55950']"
"[7, 22]","[3, 4]","['31113', '23132', '79411', '40679', '20671']",20671,"['23132', '40679', '31113', '79411', '20671']"
"[0, 6]","[15, 21]","['25447', '59474', '75880', '43375', '20839']",20839,"['59474', '43375', '75880', '20839', '25447']"
"[0, 14]","[19, 28]","['42604', '80522', '17291', '1261', '42272']",42272,"['1261', '80522', '42272', '42604', '17291']"
"[3, 26]","[19, 18]","['9147', '18887', '19246', '1064', '36535']",36535,"['1064', '18887', '36535', '9147', '19246']"
"[3, 12]","[0, 24]","['27821', '20968', '37955', '1181', '48780']",48780,"['20968', '48780', '27821', '37955', '1181']"
"[4, 27]","[0, 6]","['12888', '77515', '70239', '5222', '43036']",43036,"['77515', '43036', '5222', '70239', '12888']"
"[9, 11]","[5, 29]","['41897', '15606', '335', '30907', '18711']",18711,"['30907', '15606', '335', '18711', '41897']"
"[19, 25]","[0, 7]","['26994', '74532', '59747', '33749', '10984']",10984,"['74532', '26994', '59747', '33749', '10984']"
"[5, 19]","[15, 21]","['35619', '51211', '49189', '54232', '3384']",3384,"['51211', '3384', '49189', '54232', '35619']"
"[4, 27]","[3, 5]","['12888', '77515', '5222', '70239', '63514']",63514,"['70239', '12888', '77515', '63514', '5222']"
"[3, 3]","[19, 10]","['22487', '10017', '10131', '72700', '25618']",25618,"['25618', '22487', '10131', '72700', '10017']"
"[17, 18]","[14, 9]","['31693', '21408', '21543', '70105', '40550']",40550,"['31693', '21408', '70105', '40550', '21543']"
"[19, 13]","[0, 2]","['43324', '37914', '35479', '26354', '44125']",44125,"['44125', '35479', '43324', '37914', '26354']"
"[3, 28]","[14, 7]","['55090', '73823', '12683', '8257', '25607']",25607,"['25607', '12683', '8257', '73823', '55090']"
"[15, 28]","[14, 8]","['3258', '23274', '38548', '67905', '28732']",28732,"['23274', '28732', '38548', '67905', '3258']"
"[5, 4]","[3, 7]","['35725', '62609', '63485', '2004', '73164']",73164,"['2004', '62609', '73164', '63485', '35725']"
"[19, 5]","[3, 28]","['55314', '59952', '32569', '63902', '12683']",12683,"['55314', '59952', '63902', '12683', '32569']"
"[15, 17]","[0, 0]","['60915', '11908', '47834', '1225', '8176']",8176,"['47834', '8176', '1225', '60915', '11908']"
"[5, 22]","[19, 5]","['7217', '40863', '48795', '77349', '72346']",72346,"['7217', '48795', '72346', '40863', '77349']"
"[3, 28]","[7, 3]","['42226', '55090', '12683', '8257', '61767']",61767,"['8257', '42226', '61767', '12683', '55090']"
"[19, 5]","[0, 0]","['17017', '59952', '32569', '55314', '28082']",28082,"['28082', '32569', '55314', '59952', '17017']"
"[19, 25]","[0, 0]","['59747', '47247', '26994', '33749', '14834']",14834,"['59747', '14834', '26994', '33749', '47247']"
"[9, 26]","[5, 29]","['50181', '6759', '23716', '7474', '18711']",18711,"['18711', '6759', '7474', '23716', '50181']"
"[3, 16]","[19, 13]","['56017', '63317', '11746', '59100', '43396']",43396,"['11746', '63317', '59100', '43396', '56017']"
"[18, 25]","[15, 17]","['62071', '3282', '25711', '73827', '1225']",1225,"['62071', '73827', '25711', '1225', '3282']"
"[19, 13]","[15, 17]","['43396', '37914', '43324', '35479', '60915']",60915,"['37914', '35479', '43396', '43324', '60915']"
"[3, 5]","[14, 9]","['12162', '63514', '74226', '64', '6508']",6508,"['12162', '74226', '63514', '6508', '64']"
"[15, 17]","[17, 5]","['60915', '47834', '1225', '11908', '33045']",33045,"['47834', '60915', '11908', '1225', '33045']"
"[5, 29]","[3, 3]","['57316', '51743', '18711', '52548', '10017']",10017,"['52548', '57316', '18711', '10017', '51743']"
"[0, 7]","[7, 1]","['65801', '10984', '72266', '66807', '8109']",8109,"['8109', '66807', '65801', '10984', '72266']"
"[15, 28]","[9, 3]","['3258', '10526', '67905', '23274', '74662']",74662,"['23274', '3258', '74662', '10526', '67905']"
"[7, 1]","[19, 8]","['16951', '8109', '12376', '12421', '71082']",71082,"['71082', '12376', '16951', '12421', '8109']"
"[14, 8]","[18, 25]","['28694', '40877', '28732', '46039', '25711']",25711,"['40877', '25711', '28732', '46039', '28694']"
"[9, 3]","[19, 5]","['9662', '1268', '64671', '74662', '55314']",55314,"['9662', '64671', '1268', '55314', '74662']"
"[5, 22]","[9, 4]","['48795', '40863', '57572', '7217', '64614']",64614,"['57572', '48795', '64614', '40863', '7217']"
"[5, 22]","[3, 17]","['77349', '48795', '57572', '7217', '12043']",12043,"['48795', '7217', '57572', '77349', '12043']"
"[14, 9]","[7, 3]","['26506', '39708', '6508', '14102', '64781']",64781,"['26506', '64781', '6508', '14102', '39708']"
"[19, 28]","[5, 29]","['23197', '40111', '55589', '43363', '51743']",51743,"['23197', '43363', '40111', '51743', '55589']"
"[3, 26]","[19, 13]","['32729', '19246', '49864', '9147', '43324']",43324,"['9147', '43324', '19246', '32729', '49864']"
"[15, 28]","[0, 24]","['3258', '67905', '10526', '38548', '74418']",74418,"['67905', '10526', '74418', '38548', '3258']"
"[19, 8]","[17, 5]","['71082', '36396', '6777', '19346', '72055']",72055,"['72055', '6777', '19346', '71082', '36396']"
"[14, 9]","[3, 12]","['40550', '39708', '26506', '14102', '37955']",37955,"['39708', '40550', '37955', '26506', '14102']"
"[5, 4]","[7, 1]","['53032', '62609', '2004', '51114', '12421']",12421,"['62609', '12421', '51114', '53032', '2004']"
"[9, 26]","[7, 20]","['23716', '6759', '27788', '50181', '55305']",55305,"['6759', '55305', '50181', '23716', '27788']"
"[18, 23]","[5, 4]","['6216', '12104', '72978', '14167', '51114']",51114,"['12104', '51114', '72978', '6216', '14167']"
"[3, 7]","[0, 14]","['19992', '73164', '37907', '30859', '37963']",37963,"['30859', '37963', '73164', '37907', '19992']"
"[9, 3]","[5, 22]","['64671', '14914', '74662', '9662', '77349']",77349,"['77349', '64671', '74662', '14914', '9662']"
"[7, 20]","[18, 25]","['54372', '55305', '2277', '2425', '4132']",4132,"['55305', '2425', '54372', '4132', '2277']"
"[3, 12]","[19, 8]","['20968', '1181', '27821', '37955', '71082']",71082,"['37955', '20968', '71082', '1181', '27821']"
"[3, 3]","[19, 5]","['72700', '22002', '30004', '10131', '32569']",32569,"['10131', '22002', '32569', '30004', '72700']"
"[14, 9]","[7, 1]","['6508', '26506', '40550', '39708', '12376']",12376,"['39708', '6508', '40550', '12376', '26506']"
"[14, 7]","[3, 16]","['77045', '67483', '51393', '25607', '11746']",11746,"['77045', '67483', '25607', '11746', '51393']"
"[19, 10]","[7, 3]","['25618', '55791', '25168', '21540', '52457']",52457,"['25168', '52457', '21540', '25618', '55791']"
"[19, 13]","[3, 26]","['43396', '43324', '35479', '26354', '11033']",11033,"['35479', '43396', '11033', '43324', '26354']"
"[19, 25]","[15, 28]","['47247', '74532', '26994', '33749', '3258']",3258,"['47247', '3258', '26994', '33749', '74532']"
"[0, 2]","[17, 5]","['63508', '80744', '45218', '27625', '72055']",72055,"['80744', '63508', '45218', '27625', '72055']"
"[9, 3]","[5, 4]","['1268', '74662', '9662', '64671', '70560']",70560,"['74662', '9662', '70560', '64671', '1268']"
"[9, 26]","[3, 17]","['6759', '23716', '50181', '7474', '54792']",54792,"['23716', '54792', '50181', '6759', '7474']"
"[3, 17]","[9, 3]","['12043', '38478', '64047', '33084', '1268']",1268,"['12043', '38478', '1268', '33084', '64047']"
"[19, 25]","[3, 21]","['74532', '26994', '47247', '59747', '42206']",42206,"['74532', '26994', '47247', '59747', '42206']"
"[7, 20]","[19, 28]","['2425', '2277', '54372', '55305', '40111']",40111,"['40111', '2425', '2277', '54372', '55305']"
"[17, 18]","[3, 5]","['70105', '51240', '66935', '66316', '74226']",74226,"['66935', '70105', '66316', '74226', '51240']"
"[18, 23]","[3, 4]","['5909', '48306', '12104', '42151', '35787']",35787,"['48306', '5909', '42151', '12104', '35787']"
"[3, 5]","[0, 0]","['74226', '12162', '64', '63514', '8176']",8176,"['12162', '74226', '63514', '64', '8176']"
"[3, 28]","[19, 10]","['8257', '42226', '12683', '55090', '21540']",21540,"['21540', '8257', '55090', '12683', '42226']"
"[15, 17]","[9, 3]","['60915', '47834', '11908', '1225', '1268']",1268,"['60915', '1268', '1225', '47834', '11908']"
"[5, 29]","[19, 8]","['51743', '21765', '52548', '57316', '36396']",36396,"['51743', '36396', '57316', '21765', '52548']"
"[15, 17]","[7, 22]","['1225', '60915', '11908', '47834', '23132']",23132,"['47834', '23132', '11908', '60915', '1225']"
"[18, 25]","[19, 28]","['4132', '3282', '25711', '62071', '23197']",23197,"['4132', '23197', '25711', '62071', '3282']"
"[7, 22]","[19, 5]","['31113', '23132', '40679', '79411', '32569']",32569,"['31113', '40679', '32569', '23132', '79411']"
"[9, 3]","[3, 7]","['64671', '14914', '1268', '74662', '30859']",30859,"['64671', '14914', '1268', '74662', '30859']"
"[0, 24]","[5, 22]","['48780', '31926', '37989', '74418', '48795']",48795,"['37989', '48795', '74418', '31926', '48780']"
"[5, 22]","[0, 6]","['7217', '48795', '57572', '40863', '41154']",41154,"['57572', '48795', '41154', '7217', '40863']"
"[15, 28]","[14, 8]","['10526', '3258', '67905', '38548', '39691']",39691,"['10526', '38548', '3258', '67905', '39691']"
"[19, 10]","[5, 29]","['25168', '55791', '25618', '73023', '51743']",51743,"['73023', '51743', '25168', '25618', '55791']"
"[19, 28]","[0, 24]","['43363', '42272', '52721', '23197', '37989']",37989,"['42272', '37989', '43363', '23197', '52721']"
"[0, 14]","[17, 21]","['75707', '39894', '1261', '80522', '9795']",9795,"['1261', '9795', '39894', '80522', '75707']"
"[14, 7]","[3, 4]","['67483', '51393', '25607', '77045', '20671']",20671,"['25607', '67483', '20671', '77045', '51393']"
