base_cluster,other_cluster,group,outlier_id,options
"[3, 26]","[19, 5]","['32729', '72586', '34449', '19246', '63902']",63902,"['34449', '72586', '32729', '19246', '63902']"
"[14, 8]","[18, 23]","['39691', '28694', '46039', '28732', '32105']",32105,"['46039', '28732', '28694', '32105', '39691']"
"[3, 16]","[19, 25]","['63317', '59100', '177', '56017', '26994']",26994,"['177', '59100', '56017', '26994', '63317']"
"[9, 26]","[15, 17]","['50181', '27788', '7474', '23716', '11908']",11908,"['27788', '50181', '23716', '11908', '7474']"
"[17, 18]","[3, 5]","['51240', '6955', '21543', '31693', '63514']",63514,"['51240', '63514', '31693', '21543', '6955']"
"[3, 26]","[19, 28]","['68096', '49864', '1064', '72586', '42272']",42272,"['42272', '72586', '49864', '1064', '68096']"
"[0, 14]","[19, 10]","['42604', '39894', '1261', '37963', '21540']",21540,"['39894', '1261', '37963', '42604', '21540']"
"[7, 1]","[0, 14]","['12421', '53652', '16951', '17550', '80522']",80522,"['53652', '80522', '12421', '17550', '16951']"
"[0, 24]","[19, 28]","['31926', '48780', '37989', '74418', '55589']",55589,"['48780', '55589', '37989', '31926', '74418']"
"[17, 18]","[9, 3]","['6955', '21408', '66935', '66316', '9662']",9662,"['21408', '6955', '66935', '66316', '9662']"
"[5, 22]","[9, 4]","['7217', '48795', '77349', '57572', '50510']",50510,"['50510', '77349', '48795', '57572', '7217']"
"[7, 22]","[9, 11]","['31113', '40679', '23132', '79411', '52758']",52758,"['23132', '31113', '40679', '79411', '52758']"
"[15, 21]","[7, 20]","['7489', '20839', '13497', '3384', '2277']",2277,"['2277', '3384', '20839', '7489', '13497']"
"[14, 9]","[0, 7]","['6508', '26678', '26506', '40550', '10984']",10984,"['26506', '10984', '26678', '40550', '6508']"
"[19, 13]","[5, 19]","['42612', '35479', '26354', '37914', '77183']",77183,"['35479', '37914', '26354', '42612', '77183']"
"[0, 2]","[3, 5]","['43995', '70440', '62759', '59390', '12162']",12162,"['12162', '59390', '70440', '43995', '62759']"
"[3, 4]","[19, 14]","['35787', '11039', '20671', '9383', '72517']",72517,"['11039', '9383', '20671', '35787', '72517']"
"[3, 4]","[5, 19]","['35787', '11039', '9383', '20671', '77183']",77183,"['11039', '20671', '9383', '35787', '77183']"
"[9, 11]","[7, 20]","['52758', '61914', '78534', '335', '2277']",2277,"['2277', '335', '61914', '52758', '78534']"
"[14, 8]","[3, 4]","['39691', '28694', '46039', '40877', '11039']",11039,"['28694', '39691', '11039', '46039', '40877']"
"[3, 21]","[7, 3]","['42206', '53064', '14038', '57272', '64781']",64781,"['57272', '64781', '14038', '42206', '53064']"
"[0, 14]","[3, 5]","['37963', '1261', '80522', '17291', '74226']",74226,"['17291', '80522', '74226', '1261', '37963']"
"[5, 29]","[17, 5]","['52548', '51743', '57316', '18711', '33045']",33045,"['33045', '57316', '18711', '51743', '52548']"
"[17, 18]","[5, 19]","['21543', '21408', '70105', '51240', '63077']",63077,"['21543', '51240', '70105', '63077', '21408']"
"[5, 29]","[3, 16]","['55950', '57316', '51743', '52548', '177']",177,"['51743', '55950', '177', '52548', '57316']"
"[14, 9]","[17, 21]","['40550', '14102', '26678', '26506', '9795']",9795,"['26506', '9795', '40550', '26678', '14102']"
"[7, 1]","[18, 25]","['53652', '12376', '16951', '12421', '4132']",4132,"['12421', '53652', '4132', '12376', '16951']"
"[18, 25]","[3, 4]","['3282', '62071', '4132', '25711', '11039']",11039,"['62071', '3282', '11039', '4132', '25711']"
"[19, 28]","[18, 23]","['40111', '23197', '52721', '43363', '72978']",72978,"['43363', '23197', '52721', '72978', '40111']"
"[7, 1]","[14, 7]","['12421', '17550', '53652', '12376', '67483']",67483,"['17550', '53652', '12421', '12376', '67483']"
"[9, 3]","[0, 24]","['74662', '14914', '9662', '64671', '74418']",74418,"['64671', '74418', '74662', '14914', '9662']"
"[7, 1]","[19, 5]","['12421', '3536', '12376', '53652', '17017']",17017,"['12376', '53652', '17017', '3536', '12421']"
"[14, 7]","[19, 28]","['77045', '51393', '38835', '25607', '52721']",52721,"['38835', '77045', '25607', '51393', '52721']"
"[19, 18]","[17, 21]","['30721', '49556', '41277', '36535', '9795']",9795,"['36535', '9795', '30721', '41277', '49556']"
"[19, 5]","[17, 18]","['63902', '55314', '17017', '76431', '51240']",51240,"['17017', '51240', '55314', '63902', '76431']"
"[3, 16]","[14, 7]","['59100', '177', '11746', '63317', '51393']",51393,"['63317', '59100', '177', '51393', '11746']"
"[19, 10]","[9, 4]","['25618', '25168', '73023', '55791', '64614']",64614,"['55791', '73023', '25618', '64614', '25168']"
"[19, 14]","[15, 21]","['26703', '64729', '26372', '72517', '20839']",20839,"['20839', '72517', '26703', '64729', '26372']"
"[15, 13]","[0, 2]","['53137', '42684', '68970', '25079', '9639']",9639,"['42684', '25079', '9639', '53137', '68970']"
"[0, 14]","[3, 5]","['39894', '37963', '17291', '80522', '74226']",74226,"['80522', '17291', '74226', '37963', '39894']"
"[19, 14]","[5, 29]","['64729', '26703', '26372', '72517', '52548']",52548,"['64729', '26703', '26372', '72517', '52548']"
"[14, 9]","[15, 13]","['40550', '39708', '26506', '26678', '42684']",42684,"['26678', '40550', '42684', '26506', '39708']"
"[3, 12]","[19, 28]","['20968', '27821', '37955', '1181', '52721']",52721,"['37955', '20968', '1181', '27821', '52721']"
"[3, 21]","[14, 7]","['47060', '14038', '57272', '53064', '51393']",51393,"['53064', '47060', '14038', '51393', '57272']"
"[3, 3]","[19, 13]","['22487', '10017', '22002', '10131', '43324']",43324,"['10017', '22487', '43324', '10131', '22002']"
"[0, 24]","[19, 10]","['37989', '74418', '48780', '31926', '73023']",73023,"['37989', '48780', '74418', '73023', '31926']"
"[3, 5]","[14, 7]","['12162', '74226', '63514', '64', '38835']",38835,"['63514', '12162', '38835', '64', '74226']"
"[3, 7]","[7, 1]","['4286', '73164', '19796', '30859', '16951']",16951,"['19796', '73164', '4286', '30859', '16951']"
"[14, 8]","[19, 5]","['39691', '28694', '28732', '40877', '32569']",32569,"['32569', '39691', '40877', '28694', '28732']"
"[0, 6]","[4, 27]","['25447', '43375', '43036', '49395', '5222']",5222,"['43375', '5222', '25447', '43036', '49395']"
"[4, 27]","[18, 23]","['70239', '12888', '77515', '5222', '78682']",78682,"['78682', '77515', '5222', '70239', '12888']"
"[0, 7]","[19, 14]","['66807', '15613', '72266', '65801', '26372']",26372,"['66807', '15613', '72266', '65801', '26372']"
"[19, 28]","[18, 23]","['52721', '23197', '40111', '43363', '64247']",64247,"['40111', '52721', '23197', '64247', '43363']"
"[19, 18]","[18, 23]","['35149', '74633', '55086', '58616', '72365']",72365,"['58616', '55086', '35149', '72365', '74633']"
"[5, 19]","[7, 20]","['49189', '63077', '53655', '10743', '55305']",55305,"['10743', '49189', '55305', '53655', '63077']"
"[3, 7]","[7, 3]","['4286', '30859', '19992', '73164', '64781']",64781,"['73164', '64781', '19992', '4286', '30859']"
"[19, 13]","[5, 22]","['35479', '43324', '42612', '26354', '40863']",40863,"['42612', '26354', '35479', '40863', '43324']"
"[0, 6]","[15, 17]","['41154', '59474', '49395', '25447', '11908']",11908,"['59474', '41154', '25447', '11908', '49395']"
"[9, 3]","[14, 8]","['9662', '64671', '1268', '74662', '28694']",28694,"['64671', '28694', '1268', '9662', '74662']"
"[5, 29]","[19, 10]","['18711', '55950', '21765', '51743', '21540']",21540,"['55950', '21765', '51743', '18711', '21540']"
"[14, 9]","[15, 28]","['40550', '26506', '26678', '39708', '3258']",3258,"['39708', '26678', '3258', '40550', '26506']"
"[0, 24]","[3, 21]","['37989', '74418', '48780', '31926', '47060']",47060,"['31926', '48780', '47060', '37989', '74418']"
"[7, 3]","[3, 17]","['52457', '75828', '64781', '61767', '53579']",53579,"['75828', '52457', '61767', '64781', '53579']"
"[3, 21]","[0, 7]","['57272', '42206', '53064', '14038', '72266']",72266,"['42206', '57272', '72266', '53064', '14038']"
"[3, 26]","[17, 5]","['11033', '9147', '68096', '1064', '7913']",7913,"['68096', '1064', '7913', '11033', '9147']"
"[18, 25]","[15, 17]","['62071', '25711', '4132', '3282', '1225']",1225,"['62071', '25711', '1225', '4132', '3282']"
"[19, 8]","[9, 11]","['19346', '36396', '71082', '6777', '61914']",61914,"['36396', '6777', '19346', '71082', '61914']"
"[14, 7]","[5, 19]","['25607', '77045', '67483', '38835', '51211']",51211,"['67483', '77045', '38835', '25607', '51211']"
"[3, 7]","[9, 26]","['4286', '73164', '37907', '19796', '6759']",6759,"['37907', '4286', '6759', '73164', '19796']"
"[14, 9]","[3, 12]","['14102', '39708', '26506', '6508', '1181']",1181,"['1181', '6508', '39708', '14102', '26506']"
"[5, 4]","[17, 5]","['70560', '62609', '53032', '51114', '50221']",50221,"['70560', '62609', '50221', '51114', '53032']"
"[19, 25]","[9, 26]","['47247', '33749', '74532', '26994', '7474']",7474,"['47247', '74532', '33749', '26994', '7474']"
"[0, 6]","[5, 19]","['43036', '59474', '41154', '49395', '53655']",53655,"['43036', '49395', '41154', '53655', '59474']"
"[19, 8]","[0, 0]","['71082', '19346', '36396', '6777', '14834']",14834,"['71082', '19346', '36396', '14834', '6777']"
"[19, 14]","[5, 29]","['26372', '64729', '26703', '72517', '51743']",51743,"['26703', '26372', '72517', '64729', '51743']"
"[19, 18]","[0, 6]","['55086', '49556', '41277', '29042', '75880']",75880,"['29042', '55086', '41277', '49556', '75880']"
"[3, 3]","[0, 24]","['72700', '10131', '22002', '10017', '48780']",48780,"['10017', '10131', '72700', '48780', '22002']"
"[3, 4]","[18, 23]","['35787', '11039', '20671', '9383', '10433']",10433,"['35787', '20671', '10433', '9383', '11039']"
"[3, 3]","[18, 25]","['994', '22002', '10131', '72700', '73827']",73827,"['73827', '72700', '10131', '22002', '994']"
"[9, 26]","[15, 13]","['7474', '27788', '50181', '6759', '42684']",42684,"['6759', '7474', '42684', '50181', '27788']"
"[19, 8]","[3, 28]","['36396', '71082', '19346', '6777', '12683']",12683,"['36396', '6777', '19346', '71082', '12683']"
"[0, 14]","[4, 27]","['75707', '37963', '80522', '1261', '70239']",70239,"['80522', '37963', '70239', '1261', '75707']"
"[3, 21]","[5, 29]","['14038', '42206', '47060', '57272', '52548']",52548,"['14038', '42206', '47060', '57272', '52548']"
"[3, 26]","[14, 8]","['19246', '34449', '9147', '40031', '40877']",40877,"['19246', '9147', '40031', '34449', '40877']"
"[3, 21]","[0, 7]","['57272', '47060', '53064', '42206', '65801']",65801,"['47060', '53064', '57272', '65801', '42206']"
"[9, 4]","[0, 7]","['79413', '50510', '80219', '64614', '15613']",15613,"['80219', '15613', '50510', '79413', '64614']"
"[17, 18]","[3, 7]","['21408', '51240', '21543', '31693', '19992']",19992,"['31693', '19992', '51240', '21408', '21543']"
"[18, 23]","[3, 12]","['65195', '67584', '78682', '15451', '37955']",37955,"['65195', '15451', '37955', '78682', '67584']"
"[19, 13]","[3, 12]","['42612', '43396', '43324', '26354', '27821']",27821,"['42612', '43396', '27821', '26354', '43324']"
"[0, 2]","[19, 14]","['51831', '44125', '43995', '48095', '26703']",26703,"['43995', '26703', '51831', '44125', '48095']"
"[7, 20]","[5, 22]","['54372', '2277', '2425', '55305', '48795']",48795,"['48795', '2425', '54372', '55305', '2277']"
"[15, 28]","[5, 22]","['67905', '38548', '3258', '10526', '77349']",77349,"['10526', '67905', '77349', '38548', '3258']"
"[15, 28]","[0, 0]","['10526', '3258', '38548', '67905', '14834']",14834,"['10526', '3258', '38548', '14834', '67905']"
"[19, 13]","[18, 25]","['26354', '43324', '42612', '35479', '25711']",25711,"['35479', '26354', '25711', '43324', '42612']"
"[7, 1]","[9, 4]","['17550', '53652', '3536', '16951', '80219']",80219,"['3536', '17550', '80219', '16951', '53652']"
"[9, 3]","[19, 28]","['1268', '64671', '14914', '9662', '23197']",23197,"['14914', '23197', '64671', '9662', '1268']"
"[3, 12]","[17, 18]","['20968', '27821', '37955', '1181', '6955']",6955,"['37955', '1181', '20968', '27821', '6955']"
"[3, 5]","[5, 4]","['12162', '63514', '64', '74226', '35725']",35725,"['12162', '35725', '63514', '74226', '64']"
"[19, 14]","[17, 5]","['72517', '26372', '26703', '64729', '50221']",50221,"['72517', '26372', '50221', '64729', '26703']"
"[15, 17]","[17, 18]","['60915', '11908', '47834', '1225', '51240']",51240,"['47834', '51240', '11908', '60915', '1225']"
"[3, 21]","[17, 5]","['53064', '42206', '14038', '47060', '7913']",7913,"['14038', '47060', '7913', '53064', '42206']"
"[3, 28]","[17, 21]","['8257', '42226', '73823', '12683', '9795']",9795,"['12683', '9795', '8257', '73823', '42226']"
"[15, 17]","[19, 8]","['60915', '1225', '47834', '11908', '36396']",36396,"['36396', '1225', '60915', '11908', '47834']"
"[3, 21]","[14, 7]","['14038', '57272', '47060', '42206', '67483']",67483,"['57272', '47060', '14038', '42206', '67483']"
"[0, 14]","[3, 26]","['1261', '37963', '80522', '75707', '72586']",72586,"['37963', '1261', '80522', '72586', '75707']"
"[19, 28]","[3, 17]","['23197', '40111', '43363', '42272', '33084']",33084,"['42272', '23197', '43363', '40111', '33084']"
"[0, 6]","[15, 28]","['43375', '41154', '43036', '75880', '10526']",10526,"['43375', '43036', '10526', '41154', '75880']"
"[5, 29]","[7, 22]","['55950', '18711', '21765', '52548', '23132']",23132,"['21765', '52548', '55950', '23132', '18711']"
"[4, 27]","[7, 3]","['77515', '70239', '5222', '12888', '61767']",61767,"['61767', '5222', '12888', '70239', '77515']"
"[0, 2]","[3, 5]","['43629', '67465', '66847', '59390', '63514']",63514,"['43629', '63514', '59390', '66847', '67465']"
"[19, 13]","[15, 28]","['37914', '43396', '26354', '35479', '67905']",67905,"['43396', '37914', '26354', '35479', '67905']"
"[0, 7]","[3, 17]","['65801', '15613', '10984', '66807', '53579']",53579,"['15613', '65801', '66807', '10984', '53579']"
"[19, 25]","[15, 28]","['26994', '74532', '33749', '47247', '23274']",23274,"['47247', '23274', '26994', '74532', '33749']"
"[3, 7]","[9, 26]","['19992', '4286', '30859', '37907', '7474']",7474,"['19992', '30859', '4286', '37907', '7474']"
"[9, 3]","[17, 21]","['1268', '14914', '74662', '9662', '62454']",62454,"['74662', '14914', '1268', '62454', '9662']"
"[14, 9]","[5, 4]","['40550', '26678', '26506', '14102', '62609']",62609,"['26506', '14102', '62609', '40550', '26678']"
"[7, 22]","[19, 13]","['31113', '23132', '40679', '79411', '42612']",42612,"['42612', '79411', '23132', '40679', '31113']"
"[17, 21]","[15, 28]","['62454', '40487', '62549', '9795', '67905']",67905,"['40487', '62454', '62549', '9795', '67905']"
"[18, 23]","[4, 27]","['14167', '12104', '78682', '64148', '77515']",77515,"['14167', '64148', '78682', '12104', '77515']"
"[19, 5]","[18, 25]","['17017', '76431', '55314', '63902', '4132']",4132,"['63902', '17017', '4132', '76431', '55314']"
"[0, 0]","[5, 29]","['78009', '14834', '28082', '8176', '55950']",55950,"['14834', '28082', '8176', '55950', '78009']"
"[7, 3]","[3, 12]","['52457', '64781', '61767', '75828', '27821']",27821,"['52457', '64781', '27821', '75828', '61767']"
"[19, 28]","[3, 16]","['42272', '43363', '40111', '55589', '177']",177,"['40111', '42272', '177', '55589', '43363']"
"[17, 5]","[19, 25]","['7913', '72055', '50221', '33045', '47247']",47247,"['50221', '33045', '47247', '7913', '72055']"
"[9, 3]","[0, 24]","['9662', '74662', '64671', '14914', '48780']",48780,"['14914', '74662', '9662', '48780', '64671']"
"[5, 4]","[3, 28]","['35725', '27706', '51114', '62609', '8257']",8257,"['8257', '51114', '35725', '62609', '27706']"
"[17, 21]","[18, 25]","['69704', '78147', '62549', '40487', '4132']",4132,"['40487', '69704', '4132', '78147', '62549']"
"[4, 27]","[15, 17]","['77515', '12888', '5222', '70239', '60915']",60915,"['12888', '70239', '5222', '60915', '77515']"
"[7, 1]","[3, 16]","['17550', '12421', '8109', '12376', '177']",177,"['8109', '17550', '177', '12376', '12421']"
"[19, 8]","[9, 26]","['36396', '6777', '71082', '19346', '6759']",6759,"['71082', '36396', '6759', '6777', '19346']"
"[19, 8]","[15, 21]","['19346', '71082', '36396', '6777', '13497']",13497,"['71082', '13497', '6777', '36396', '19346']"
"[14, 7]","[18, 23]","['67483', '51393', '38835', '25607', '64148']",64148,"['38835', '51393', '25607', '67483', '64148']"
"[14, 9]","[7, 20]","['26678', '26506', '40550', '39708', '2425']",2425,"['26506', '39708', '26678', '2425', '40550']"
"[17, 21]","[15, 28]","['78147', '62549', '62454', '69704', '3258']",3258,"['69704', '62454', '3258', '78147', '62549']"
"[17, 5]","[9, 4]","['72055', '7913', '33045', '50221', '50510']",50510,"['50510', '33045', '7913', '50221', '72055']"
"[19, 8]","[9, 3]","['19346', '6777', '71082', '36396', '9662']",9662,"['6777', '19346', '71082', '36396', '9662']"
"[14, 7]","[3, 17]","['25607', '77045', '38835', '67483', '12043']",12043,"['25607', '77045', '12043', '38835', '67483']"
"[9, 4]","[19, 18]","['64614', '79413', '50510', '80219', '55086']",55086,"['64614', '55086', '50510', '79413', '80219']"
"[3, 5]","[18, 23]","['74226', '12162', '64', '63514', '64148']",64148,"['64', '12162', '63514', '74226', '64148']"
"[7, 3]","[14, 7]","['61767', '64781', '52457', '75828', '51393']",51393,"['75828', '61767', '64781', '51393', '52457']"
"[4, 27]","[3, 17]","['12888', '70239', '77515', '5222', '12043']",12043,"['12888', '70239', '12043', '77515', '5222']"
"[5, 19]","[17, 21]","['53655', '35619', '63077', '77183', '9795']",9795,"['77183', '9795', '53655', '63077', '35619']"
"[19, 14]","[5, 19]","['64729', '26372', '26703', '72517', '63077']",63077,"['64729', '72517', '26703', '63077', '26372']"
"[3, 12]","[5, 4]","['37955', '20968', '27821', '1181', '35725']",35725,"['37955', '35725', '20968', '1181', '27821']"
"[3, 21]","[5, 4]","['57272', '14038', '42206', '53064', '51114']",51114,"['42206', '53064', '51114', '57272', '14038']"
"[0, 14]","[19, 13]","['37963', '80522', '1261', '75707', '37914']",37914,"['80522', '37914', '75707', '1261', '37963']"
"[7, 22]","[3, 4]","['40679', '31113', '23132', '79411', '35787']",35787,"['40679', '79411', '31113', '35787', '23132']"
"[0, 14]","[17, 18]","['37963', '75707', '39894', '42604', '21543']",21543,"['39894', '75707', '21543', '37963', '42604']"
"[9, 26]","[5, 19]","['7474', '23716', '6759', '50181', '53655']",53655,"['7474', '50181', '6759', '53655', '23716']"
"[3, 17]","[14, 8]","['38478', '12043', '54792', '33084', '40877']",40877,"['38478', '54792', '33084', '12043', '40877']"
"[3, 17]","[17, 18]","['12043', '33084', '38478', '53579', '70105']",70105,"['70105', '12043', '38478', '33084', '53579']"
"[19, 28]","[3, 5]","['42272', '40111', '55589', '52721', '64']",64,"['64', '40111', '55589', '42272', '52721']"
"[0, 24]","[15, 21]","['48780', '37989', '74418', '31926', '20839']",20839,"['20839', '31926', '48780', '37989', '74418']"
"[19, 18]","[9, 11]","['58616', '55086', '35149', '36535', '30907']",30907,"['36535', '35149', '55086', '30907', '58616']"
"[0, 14]","[7, 20]","['17291', '1261', '37963', '39894', '2425']",2425,"['1261', '39894', '17291', '2425', '37963']"
"[9, 11]","[15, 21]","['15606', '41897', '52758', '4186', '7489']",7489,"['15606', '7489', '4186', '41897', '52758']"
"[3, 4]","[5, 19]","['20671', '35787', '11039', '9383', '60473']",60473,"['60473', '11039', '35787', '20671', '9383']"
"[18, 23]","[3, 12]","['64247', '64148', '5909', '72978', '37955']",37955,"['64247', '72978', '37955', '5909', '64148']"
"[3, 26]","[0, 0]","['68096', '49864', '34449', '50906', '8176']",8176,"['8176', '50906', '49864', '34449', '68096']"
"[14, 8]","[19, 28]","['28732', '28694', '46039', '39691', '42272']",42272,"['42272', '39691', '28694', '46039', '28732']"
"[3, 4]","[0, 7]","['11039', '20671', '9383', '35787', '10984']",10984,"['9383', '10984', '20671', '35787', '11039']"
"[0, 14]","[3, 16]","['1261', '80522', '39894', '75707', '59100']",59100,"['75707', '39894', '59100', '80522', '1261']"
"[3, 21]","[7, 22]","['14038', '53064', '57272', '42206', '40679']",40679,"['53064', '40679', '42206', '57272', '14038']"
"[9, 26]","[3, 4]","['27788', '50181', '23716', '6759', '20671']",20671,"['23716', '20671', '6759', '27788', '50181']"
"[3, 28]","[5, 4]","['12683', '73823', '8257', '55090', '27706']",27706,"['55090', '8257', '27706', '12683', '73823']"
"[3, 5]","[19, 25]","['12162', '64', '74226', '63514', '26994']",26994,"['74226', '64', '63514', '26994', '12162']"
"[5, 22]","[15, 28]","['57572', '48795', '40863', '77349', '3258']",3258,"['77349', '40863', '3258', '57572', '48795']"
"[7, 1]","[19, 5]","['3536', '16951', '10825', '17550', '72346']",72346,"['10825', '72346', '16951', '17550', '3536']"
"[3, 17]","[17, 5]","['54792', '12043', '64047', '53579', '33045']",33045,"['33045', '64047', '53579', '12043', '54792']"
"[7, 20]","[3, 12]","['2277', '54372', '55305', '2425', '1181']",1181,"['1181', '2425', '54372', '2277', '55305']"
"[4, 27]","[15, 13]","['77515', '12888', '70239', '5222', '24364']",24364,"['12888', '77515', '70239', '24364', '5222']"
"[7, 22]","[0, 0]","['40679', '79411', '23132', '31113', '78009']",78009,"['23132', '79411', '31113', '40679', '78009']"
"[15, 17]","[19, 14]","['60915', '1225', '47834', '11908', '26372']",26372,"['60915', '1225', '47834', '11908', '26372']"
"[0, 6]","[15, 17]","['43375', '59474', '49395', '41154', '1225']",1225,"['43375', '59474', '1225', '49395', '41154']"
"[3, 21]","[17, 18]","['47060', '14038', '42206', '57272', '51240']",51240,"['42206', '51240', '14038', '47060', '57272']"
"[0, 6]","[5, 4]","['41154', '43375', '25447', '59474', '70560']",70560,"['25447', '43375', '41154', '70560', '59474']"
"[19, 25]","[0, 6]","['59747', '26994', '33749', '74532', '41154']",41154,"['74532', '33749', '26994', '59747', '41154']"
"[19, 10]","[18, 23]","['25168', '55791', '73023', '21540', '32105']",32105,"['73023', '21540', '55791', '32105', '25168']"
"[9, 11]","[14, 9]","['78534', '52758', '30907', '15606', '26506']",26506,"['30907', '52758', '15606', '26506', '78534']"
"[3, 21]","[18, 25]","['57272', '53064', '42206', '14038', '4132']",4132,"['14038', '57272', '4132', '53064', '42206']"
"[0, 14]","[3, 5]","['42604', '17291', '37963', '1261', '63514']",63514,"['42604', '63514', '1261', '37963', '17291']"
"[14, 7]","[19, 13]","['77045', '67483', '25607', '38835', '43324']",43324,"['67483', '77045', '43324', '38835', '25607']"
"[14, 7]","[19, 8]","['25607', '67483', '38835', '77045', '6777']",6777,"['67483', '38835', '77045', '6777', '25607']"
"[19, 14]","[15, 28]","['26372', '72517', '26703', '64729', '3258']",3258,"['64729', '26703', '3258', '26372', '72517']"
"[7, 20]","[14, 7]","['2277', '2425', '55305', '54372', '67483']",67483,"['2425', '55305', '2277', '54372', '67483']"
"[0, 0]","[3, 17]","['78009', '28082', '14834', '8176', '53579']",53579,"['28082', '78009', '8176', '14834', '53579']"
"[17, 18]","[19, 10]","['51240', '6955', '21543', '66316', '55791']",55791,"['6955', '66316', '51240', '21543', '55791']"
"[15, 13]","[18, 25]","['20590', '53137', '25079', '68970', '4132']",4132,"['68970', '20590', '4132', '53137', '25079']"
"[17, 18]","[0, 14]","['66935', '51240', '31693', '70105', '37963']",37963,"['31693', '37963', '51240', '70105', '66935']"
"[7, 3]","[19, 8]","['75828', '61767', '64781', '52457', '6777']",6777,"['61767', '64781', '52457', '6777', '75828']"
"[15, 17]","[5, 19]","['1225', '47834', '60915', '11908', '54232']",54232,"['1225', '11908', '60915', '54232', '47834']"
"[0, 14]","[19, 25]","['80522', '1261', '37963', '42604', '74532']",74532,"['42604', '74532', '37963', '80522', '1261']"
"[5, 19]","[3, 5]","['63077', '77183', '10743', '54232', '63514']",63514,"['63077', '63514', '54232', '10743', '77183']"
"[19, 8]","[0, 14]","['71082', '6777', '36396', '19346', '17291']",17291,"['36396', '71082', '17291', '6777', '19346']"
"[5, 29]","[18, 25]","['51743', '57316', '55950', '18711', '3282']",3282,"['51743', '57316', '55950', '3282', '18711']"
"[5, 19]","[17, 5]","['63077', '10743', '77183', '54232', '7913']",7913,"['77183', '54232', '7913', '63077', '10743']"
"[0, 7]","[17, 18]","['66807', '10984', '65801', '15613', '31693']",31693,"['65801', '66807', '15613', '31693', '10984']"
"[19, 25]","[3, 4]","['74532', '33749', '47247', '26994', '35787']",35787,"['74532', '26994', '33749', '35787', '47247']"
"[19, 5]","[0, 0]","['55314', '63902', '76431', '32569', '8176']",8176,"['8176', '32569', '63902', '76431', '55314']"
"[5, 4]","[18, 25]","['35725', '70560', '27706', '62609', '25711']",25711,"['62609', '35725', '25711', '70560', '27706']"
"[15, 17]","[0, 0]","['60915', '47834', '1225', '11908', '8176']",8176,"['8176', '11908', '47834', '1225', '60915']"
"[9, 26]","[7, 22]","['7474', '50181', '6759', '27788', '23132']",23132,"['6759', '27788', '7474', '23132', '50181']"
"[3, 3]","[9, 26]","['994', '72700', '10017', '30004', '7474']",7474,"['994', '10017', '72700', '30004', '7474']"
"[14, 8]","[3, 7]","['28732', '40877', '28694', '39691', '19796']",19796,"['19796', '40877', '28732', '39691', '28694']"
"[17, 21]","[19, 28]","['78147', '9795', '62549', '69704', '23197']",23197,"['62549', '23197', '9795', '69704', '78147']"
"[18, 25]","[15, 13]","['25711', '73827', '4132', '62071', '42684']",42684,"['62071', '25711', '42684', '4132', '73827']"
"[15, 21]","[0, 24]","['7489', '20839', '13497', '3384', '31926']",31926,"['31926', '7489', '3384', '13497', '20839']"
"[19, 8]","[0, 6]","['6777', '71082', '36396', '19346', '43036']",43036,"['19346', '43036', '36396', '71082', '6777']"
"[0, 6]","[15, 17]","['75880', '25447', '41154', '43375', '1225']",1225,"['75880', '25447', '1225', '41154', '43375']"
"[15, 21]","[9, 3]","['13497', '20839', '3384', '7489', '64671']",64671,"['64671', '13497', '3384', '7489', '20839']"
"[18, 25]","[19, 14]","['73827', '25711', '62071', '4132', '26703']",26703,"['62071', '26703', '73827', '25711', '4132']"
"[18, 25]","[19, 5]","['25711', '62071', '4132', '73827', '63902']",63902,"['4132', '62071', '25711', '73827', '63902']"
"[15, 13]","[4, 27]","['68970', '42684', '34763', '20590', '5222']",5222,"['42684', '5222', '68970', '34763', '20590']"
"[18, 23]","[3, 12]","['42151', '48306', '20502', '40817', '1181']",1181,"['1181', '40817', '48306', '42151', '20502']"
"[7, 1]","[3, 21]","['10825', '12376', '3536', '8109', '42206']",42206,"['10825', '8109', '42206', '12376', '3536']"
"[3, 7]","[14, 9]","['4286', '19796', '73164', '37907', '26506']",26506,"['73164', '19796', '37907', '26506', '4286']"
"[5, 4]","[15, 13]","['35725', '27706', '63485', '62609', '53137']",53137,"['63485', '53137', '27706', '62609', '35725']"
"[15, 28]","[19, 14]","['10526', '3258', '67905', '38548', '26372']",26372,"['10526', '3258', '67905', '38548', '26372']"
"[3, 17]","[18, 25]","['33084', '64047', '54792', '12043', '25711']",25711,"['12043', '33084', '25711', '64047', '54792']"
"[19, 10]","[9, 11]","['25618', '55791', '25168', '21540', '52758']",52758,"['25168', '25618', '55791', '21540', '52758']"
"[3, 7]","[17, 21]","['19796', '37907', '4286', '30859', '62454']",62454,"['4286', '37907', '19796', '62454', '30859']"
"[3, 3]","[5, 19]","['30004', '72700', '10131', '10017', '60473']",60473,"['60473', '10131', '72700', '30004', '10017']"
"[18, 25]","[14, 8]","['73827', '4132', '3282', '62071', '40877']",40877,"['73827', '3282', '62071', '4132', '40877']"
"[19, 25]","[15, 28]","['47247', '59747', '33749', '74532', '23274']",23274,"['74532', '23274', '47247', '59747', '33749']"
"[3, 4]","[9, 11]","['35787', '20671', '11039', '9383', '52758']",52758,"['11039', '35787', '20671', '9383', '52758']"
