base_cluster,other_cluster,group,outlier_id,options
"[15, 13]","[3, 17]","['53137', '20590', '42684', '24364', '38478']",38478,"['42684', '38478', '24364', '20590', '53137']"
"[15, 28]","[3, 7]","['10526', '23274', '38548', '67905', '73164']",73164,"['38548', '23274', '67905', '73164', '10526']"
"[3, 26]","[15, 13]","['19246', '11033', '1064', '18887', '20590']",20590,"['20590', '19246', '18887', '1064', '11033']"
"[15, 17]","[3, 21]","['60915', '1225', '11908', '47834', '53064']",53064,"['53064', '1225', '60915', '47834', '11908']"
"[7, 1]","[17, 18]","['8109', '17550', '10825', '3536', '31693']",31693,"['31693', '8109', '17550', '10825', '3536']"
"[15, 13]","[3, 17]","['24364', '34763', '42684', '53137', '54792']",54792,"['24364', '42684', '54792', '34763', '53137']"
"[15, 21]","[3, 12]","['3384', '7489', '13497', '20839', '27821']",27821,"['7489', '27821', '20839', '13497', '3384']"
"[3, 17]","[15, 28]","['53579', '12043', '54792', '38478', '10526']",10526,"['12043', '10526', '54792', '38478', '53579']"
"[3, 17]","[15, 13]","['12043', '54792', '33084', '64047', '20590']",20590,"['64047', '54792', '20590', '33084', '12043']"
"[18, 23]","[0, 0]","['61353', '26052', '59794', '67584', '8176']",8176,"['67584', '61353', '26052', '8176', '59794']"
"[0, 2]","[18, 25]","['51831', '9639', '27625', '45218', '3282']",3282,"['27625', '51831', '45218', '9639', '3282']"
"[3, 3]","[15, 17]","['994', '72700', '10131', '30004', '47834']",47834,"['30004', '994', '47834', '10131', '72700']"
"[15, 17]","[3, 5]","['1225', '60915', '47834', '11908', '12162']",12162,"['60915', '12162', '47834', '1225', '11908']"
"[15, 17]","[3, 17]","['1225', '47834', '60915', '11908', '33084']",33084,"['47834', '11908', '60915', '1225', '33084']"
"[17, 18]","[7, 22]","['21408', '31693', '51240', '6955', '31113']",31113,"['31693', '31113', '21408', '6955', '51240']"
"[17, 21]","[7, 20]","['62549', '69704', '40487', '78147', '2277']",2277,"['40487', '78147', '2277', '69704', '62549']"
"[3, 3]","[15, 21]","['72700', '22487', '994', '22002', '3384']",3384,"['3384', '72700', '994', '22487', '22002']"
"[7, 1]","[17, 21]","['12376', '17550', '10825', '12421', '62549']",62549,"['12376', '10825', '62549', '12421', '17550']"
"[3, 7]","[15, 28]","['30859', '37907', '73164', '4286', '23274']",23274,"['37907', '73164', '23274', '4286', '30859']"
"[15, 28]","[3, 21]","['10526', '3258', '38548', '23274', '53064']",53064,"['3258', '53064', '10526', '38548', '23274']"
"[3, 17]","[15, 17]","['38478', '33084', '12043', '53579', '47834']",47834,"['53579', '33084', '12043', '47834', '38478']"
"[3, 26]","[15, 21]","['32729', '72586', '34449', '19246', '13497']",13497,"['19246', '32729', '72586', '13497', '34449']"
"[3, 3]","[15, 21]","['22002', '30004', '22487', '994', '13497']",13497,"['22487', '994', '30004', '13497', '22002']"
"[18, 23]","[0, 2]","['10433', '64247', '65195', '15451', '70440']",70440,"['70440', '64247', '65195', '10433', '15451']"
"[0, 7]","[18, 23]","['15613', '72266', '66807', '10984', '65195']",65195,"['66807', '72266', '15613', '65195', '10984']"
"[7, 1]","[17, 5]","['16951', '10825', '53652', '12376', '50221']",50221,"['53652', '12376', '16951', '50221', '10825']"
"[3, 21]","[15, 17]","['42206', '57272', '14038', '47060', '60915']",60915,"['42206', '57272', '14038', '47060', '60915']"
"[15, 13]","[3, 4]","['25079', '24364', '68970', '20590', '11039']",11039,"['68970', '24364', '11039', '20590', '25079']"
"[3, 28]","[15, 13]","['55090', '12683', '8257', '42226', '24364']",24364,"['24364', '42226', '12683', '55090', '8257']"
"[0, 7]","[18, 23]","['65801', '72266', '15613', '10984', '72365']",72365,"['72365', '72266', '10984', '15613', '65801']"
"[0, 2]","[18, 25]","['62759', '44125', '9639', '43995', '3282']",3282,"['44125', '9639', '43995', '62759', '3282']"
"[3, 7]","[15, 28]","['37907', '4286', '19796', '73164', '10526']",10526,"['4286', '10526', '37907', '19796', '73164']"
"[7, 1]","[17, 5]","['10825', '8109', '53652', '17550', '72055']",72055,"['53652', '17550', '72055', '8109', '10825']"
"[0, 6]","[18, 25]","['49395', '41154', '43036', '59474', '62071']",62071,"['49395', '43036', '62071', '59474', '41154']"
"[15, 28]","[3, 17]","['38548', '3258', '67905', '23274', '54792']",54792,"['3258', '67905', '38548', '54792', '23274']"
"[17, 21]","[7, 20]","['78147', '9795', '40487', '62549', '55305']",55305,"['55305', '9795', '40487', '62549', '78147']"
"[0, 2]","[18, 23]","['45218', '80744', '43995', '44145', '64247']",64247,"['64247', '44145', '80744', '45218', '43995']"
"[18, 23]","[0, 2]","['20502', '26052', '72978', '40817', '80744']",80744,"['40817', '72978', '80744', '26052', '20502']"
"[0, 6]","[18, 23]","['59474', '49395', '41154', '43036', '72978']",72978,"['72978', '41154', '43036', '49395', '59474']"
"[15, 13]","[3, 17]","['68970', '42684', '24364', '25079', '38478']",38478,"['24364', '25079', '68970', '42684', '38478']"
"[3, 28]","[15, 28]","['73823', '42226', '8257', '55090', '67905']",67905,"['55090', '8257', '67905', '42226', '73823']"
"[3, 3]","[15, 28]","['30004', '72700', '10017', '994', '38548']",38548,"['72700', '30004', '38548', '994', '10017']"
"[7, 1]","[17, 18]","['53652', '17550', '16951', '10825', '51240']",51240,"['53652', '16951', '10825', '17550', '51240']"
"[17, 5]","[7, 1]","['50221', '72055', '33045', '7913', '8109']",8109,"['33045', '8109', '72055', '50221', '7913']"
"[17, 18]","[7, 1]","['70105', '6955', '31693', '66935', '3536']",3536,"['6955', '66935', '3536', '31693', '70105']"
"[15, 17]","[3, 4]","['1225', '11908', '60915', '47834', '11039']",11039,"['60915', '11908', '11039', '47834', '1225']"
"[15, 13]","[3, 16]","['42684', '25079', '53137', '34763', '63317']",63317,"['34763', '25079', '42684', '63317', '53137']"
"[17, 21]","[7, 1]","['9795', '69704', '40487', '78147', '12376']",12376,"['12376', '78147', '69704', '9795', '40487']"
"[3, 17]","[15, 21]","['33084', '54792', '64047', '53579', '7489']",7489,"['33084', '64047', '53579', '7489', '54792']"
"[18, 25]","[0, 6]","['25711', '62071', '73827', '4132', '43036']",43036,"['73827', '62071', '25711', '43036', '4132']"
"[15, 17]","[3, 26]","['60915', '47834', '11908', '1225', '40031']",40031,"['1225', '60915', '11908', '47834', '40031']"
"[17, 18]","[7, 1]","['46660', '70105', '66316', '21408', '8109']",8109,"['66316', '46660', '21408', '8109', '70105']"
"[15, 28]","[3, 16]","['67905', '3258', '10526', '38548', '63317']",63317,"['67905', '3258', '38548', '10526', '63317']"
"[7, 1]","[17, 5]","['53652', '12421', '10825', '16951', '7913']",7913,"['12421', '16951', '7913', '10825', '53652']"
"[0, 14]","[18, 23]","['17291', '1261', '39894', '42604', '6216']",6216,"['6216', '42604', '39894', '17291', '1261']"
"[17, 21]","[7, 20]","['62454', '78147', '69704', '9795', '54372']",54372,"['62454', '54372', '69704', '9795', '78147']"
"[3, 26]","[15, 28]","['19246', '68096', '40031', '18887', '23274']",23274,"['18887', '19246', '40031', '23274', '68096']"
"[0, 6]","[18, 25]","['59474', '25447', '43375', '41154', '4132']",4132,"['25447', '41154', '4132', '59474', '43375']"
"[3, 3]","[15, 21]","['30004', '72700', '10131', '10017', '20839']",20839,"['72700', '20839', '10131', '10017', '30004']"
"[0, 6]","[18, 23]","['59474', '25447', '43375', '75880', '20502']",20502,"['20502', '59474', '43375', '25447', '75880']"
"[3, 26]","[15, 28]","['34449', '72586', '1064', '50906', '38548']",38548,"['72586', '1064', '50906', '38548', '34449']"
"[17, 18]","[7, 20]","['66935', '46660', '21408', '6955', '55305']",55305,"['46660', '21408', '66935', '6955', '55305']"
"[7, 1]","[17, 21]","['12376', '12421', '3536', '10825', '40487']",40487,"['10825', '12421', '12376', '40487', '3536']"
"[3, 7]","[15, 28]","['37907', '19992', '19796', '4286', '3258']",3258,"['19992', '4286', '3258', '37907', '19796']"
"[0, 2]","[18, 23]","['63508', '27625', '70440', '44802', '72978']",72978,"['72978', '63508', '27625', '44802', '70440']"
"[18, 23]","[0, 24]","['12104', '72365', '37360', '65195', '37989']",37989,"['65195', '12104', '37989', '72365', '37360']"
"[15, 28]","[3, 17]","['38548', '10526', '3258', '23274', '38478']",38478,"['3258', '10526', '23274', '38548', '38478']"
"[0, 14]","[18, 25]","['37963', '1261', '75707', '80522', '73827']",73827,"['73827', '37963', '75707', '1261', '80522']"
"[3, 17]","[15, 13]","['12043', '38478', '33084', '53579', '68970']",68970,"['38478', '53579', '68970', '12043', '33084']"
"[18, 23]","[0, 6]","['26052', '48306', '10433', '67584', '43036']",43036,"['26052', '67584', '10433', '43036', '48306']"
"[15, 28]","[3, 12]","['67905', '10526', '23274', '38548', '37955']",37955,"['37955', '23274', '10526', '67905', '38548']"
"[3, 3]","[15, 21]","['72700', '22002', '22487', '30004', '13497']",13497,"['72700', '13497', '22002', '22487', '30004']"
"[18, 25]","[0, 7]","['3282', '25711', '4132', '62071', '72266']",72266,"['62071', '4132', '25711', '72266', '3282']"
"[7, 1]","[17, 21]","['10825', '8109', '53652', '3536', '9795']",9795,"['9795', '8109', '3536', '10825', '53652']"
"[0, 14]","[18, 25]","['80522', '1261', '75707', '42604', '4132']",4132,"['42604', '4132', '80522', '1261', '75707']"
"[7, 1]","[17, 5]","['12421', '8109', '17550', '53652', '50221']",50221,"['12421', '50221', '8109', '53652', '17550']"
"[18, 23]","[0, 14]","['72365', '64247', '10433', '37360', '42604']",42604,"['72365', '37360', '10433', '42604', '64247']"
"[17, 21]","[7, 20]","['9795', '40487', '62549', '78147', '2277']",2277,"['78147', '9795', '40487', '62549', '2277']"
"[0, 14]","[18, 25]","['75707', '42604', '80522', '17291', '25711']",25711,"['42604', '17291', '75707', '25711', '80522']"
"[3, 3]","[15, 13]","['30004', '72700', '22002', '10131', '68970']",68970,"['68970', '30004', '10131', '22002', '72700']"
"[0, 2]","[18, 23]","['44802', '45218', '80744', '28242', '65195']",65195,"['65195', '80744', '28242', '45218', '44802']"
"[0, 14]","[18, 23]","['17291', '42604', '80522', '75707', '64247']",64247,"['64247', '17291', '80522', '42604', '75707']"
"[17, 18]","[7, 22]","['70105', '46660', '21408', '66316', '79411']",79411,"['66316', '21408', '70105', '79411', '46660']"
"[3, 17]","[15, 28]","['12043', '38478', '53579', '64047', '3258']",3258,"['3258', '64047', '53579', '12043', '38478']"
"[18, 23]","[0, 6]","['64247', '40817', '42151', '6216', '41154']",41154,"['42151', '6216', '40817', '41154', '64247']"
"[17, 21]","[7, 3]","['69704', '40487', '78147', '62549', '64781']",64781,"['64781', '40487', '78147', '62549', '69704']"
"[3, 26]","[15, 13]","['49864', '11033', '68096', '32729', '20590']",20590,"['20590', '68096', '32729', '11033', '49864']"
"[15, 28]","[3, 16]","['3258', '38548', '67905', '23274', '11746']",11746,"['67905', '38548', '23274', '3258', '11746']"
"[3, 17]","[15, 28]","['64047', '12043', '53579', '33084', '23274']",23274,"['53579', '12043', '64047', '23274', '33084']"
"[15, 28]","[3, 5]","['3258', '23274', '67905', '10526', '12162']",12162,"['10526', '67905', '3258', '23274', '12162']"
"[7, 1]","[17, 5]","['3536', '12421', '16951', '12376', '7913']",7913,"['7913', '12421', '12376', '16951', '3536']"
"[3, 3]","[15, 17]","['10131', '22002', '22487', '994', '60915']",60915,"['60915', '22002', '994', '22487', '10131']"
"[15, 17]","[3, 26]","['60915', '47834', '1225', '11908', '32729']",32729,"['1225', '47834', '32729', '11908', '60915']"
"[3, 26]","[15, 13]","['19246', '49864', '32729', '11033', '25079']",25079,"['49864', '32729', '25079', '11033', '19246']"
"[18, 23]","[0, 0]","['72365', '78682', '72978', '6216', '8176']",8176,"['72365', '6216', '72978', '78682', '8176']"
"[15, 28]","[3, 26]","['67905', '10526', '3258', '38548', '40031']",40031,"['40031', '67905', '38548', '3258', '10526']"
"[3, 7]","[15, 17]","['73164', '37907', '4286', '30859', '11908']",11908,"['37907', '30859', '11908', '73164', '4286']"
"[0, 6]","[18, 23]","['43375', '59474', '41154', '25447', '15451']",15451,"['41154', '43375', '59474', '15451', '25447']"
"[3, 7]","[15, 21]","['73164', '37907', '19992', '19796', '7489']",7489,"['7489', '19796', '73164', '19992', '37907']"
"[15, 13]","[3, 7]","['24364', '34763', '53137', '20590', '37907']",37907,"['20590', '37907', '24364', '34763', '53137']"
"[3, 28]","[15, 13]","['55090', '73823', '42226', '8257', '25079']",25079,"['42226', '73823', '55090', '25079', '8257']"
"[0, 7]","[18, 23]","['66807', '15613', '65801', '72266', '25667']",25667,"['15613', '65801', '66807', '72266', '25667']"
"[7, 1]","[17, 21]","['3536', '8109', '12376', '53652', '62454']",62454,"['53652', '62454', '12376', '3536', '8109']"
"[0, 7]","[18, 25]","['66807', '10984', '72266', '65801', '25711']",25711,"['66807', '72266', '65801', '10984', '25711']"
"[17, 21]","[7, 1]","['62549', '62454', '9795', '69704', '12421']",12421,"['9795', '62549', '69704', '12421', '62454']"
"[17, 18]","[7, 20]","['21408', '21543', '6955', '66316', '2425']",2425,"['6955', '66316', '2425', '21408', '21543']"
"[0, 7]","[18, 23]","['10984', '66807', '72266', '65801', '6216']",6216,"['6216', '72266', '10984', '66807', '65801']"
"[15, 13]","[3, 21]","['68970', '20590', '25079', '53137', '57272']",57272,"['53137', '25079', '20590', '57272', '68970']"
"[0, 6]","[18, 25]","['75880', '59474', '43036', '41154', '4132']",4132,"['43036', '41154', '59474', '4132', '75880']"
"[3, 16]","[15, 13]","['59100', '11746', '63317', '56017', '68970']",68970,"['63317', '68970', '59100', '56017', '11746']"
"[15, 28]","[3, 4]","['38548', '10526', '67905', '3258', '11039']",11039,"['11039', '10526', '38548', '3258', '67905']"
"[3, 28]","[15, 21]","['42226', '55090', '8257', '12683', '20839']",20839,"['12683', '20839', '55090', '42226', '8257']"
"[0, 7]","[18, 25]","['72266', '15613', '65801', '10984', '3282']",3282,"['3282', '65801', '72266', '10984', '15613']"
"[0, 7]","[18, 23]","['66807', '72266', '15613', '65801', '61353']",61353,"['66807', '15613', '61353', '65801', '72266']"
"[3, 26]","[15, 21]","['18887', '50906', '72586', '11033', '13497']",13497,"['13497', '72586', '18887', '50906', '11033']"
"[3, 17]","[15, 21]","['64047', '53579', '54792', '38478', '13497']",13497,"['64047', '13497', '54792', '53579', '38478']"
"[3, 16]","[15, 13]","['56017', '63317', '11746', '59100', '20590']",20590,"['59100', '63317', '11746', '20590', '56017']"
"[18, 23]","[0, 7]","['40817', '32105', '6216', '61353', '65801']",65801,"['65801', '40817', '6216', '61353', '32105']"
"[0, 6]","[18, 23]","['75880', '49395', '43375', '43036', '61353']",61353,"['49395', '61353', '43375', '43036', '75880']"
"[0, 6]","[18, 23]","['43036', '25447', '49395', '43375', '42151']",42151,"['42151', '43375', '43036', '25447', '49395']"
"[0, 7]","[18, 23]","['15613', '72266', '65801', '10984', '40817']",40817,"['40817', '15613', '10984', '72266', '65801']"
"[18, 23]","[0, 2]","['78682', '48306', '40817', '5909', '43995']",43995,"['78682', '40817', '48306', '43995', '5909']"
"[17, 21]","[7, 20]","['69704', '62549', '62454', '40487', '2277']",2277,"['2277', '69704', '62454', '40487', '62549']"
"[3, 16]","[15, 13]","['56017', '59100', '11746', '177', '25079']",25079,"['11746', '25079', '56017', '59100', '177']"
"[3, 28]","[15, 28]","['42226', '73823', '12683', '55090', '3258']",3258,"['73823', '55090', '42226', '12683', '3258']"
"[3, 3]","[15, 28]","['10131', '10017', '30004', '72700', '23274']",23274,"['23274', '72700', '30004', '10017', '10131']"
"[3, 7]","[15, 21]","['4286', '37907', '19796', '19992', '7489']",7489,"['19992', '37907', '7489', '4286', '19796']"
"[18, 25]","[0, 24]","['73827', '62071', '3282', '25711', '48780']",48780,"['3282', '48780', '25711', '73827', '62071']"
"[0, 7]","[18, 25]","['72266', '15613', '66807', '65801', '3282']",3282,"['66807', '15613', '72266', '3282', '65801']"
"[18, 25]","[0, 2]","['73827', '62071', '25711', '4132', '27625']",27625,"['73827', '27625', '25711', '4132', '62071']"
"[0, 6]","[18, 25]","['75880', '49395', '59474', '43375', '3282']",3282,"['75880', '3282', '43375', '59474', '49395']"
"[3, 26]","[15, 17]","['49864', '18887', '34449', '11033', '11908']",11908,"['11908', '34449', '49864', '18887', '11033']"
"[3, 21]","[15, 13]","['14038', '47060', '42206', '53064', '25079']",25079,"['53064', '25079', '47060', '42206', '14038']"
"[3, 7]","[15, 28]","['19992', '37907', '73164', '19796', '38548']",38548,"['19796', '19992', '73164', '37907', '38548']"
"[18, 23]","[0, 24]","['48306', '61353', '72978', '59794', '37989']",37989,"['37989', '48306', '72978', '59794', '61353']"
"[0, 6]","[18, 25]","['25447', '43036', '75880', '41154', '25711']",25711,"['43036', '41154', '25711', '75880', '25447']"
"[3, 17]","[15, 28]","['53579', '12043', '38478', '54792', '3258']",3258,"['12043', '54792', '53579', '3258', '38478']"
"[15, 13]","[3, 4]","['42684', '20590', '24364', '25079', '11039']",11039,"['25079', '42684', '24364', '20590', '11039']"
"[15, 13]","[3, 4]","['42684', '68970', '34763', '24364', '35787']",35787,"['42684', '24364', '68970', '34763', '35787']"
"[0, 14]","[18, 23]","['37963', '80522', '17291', '42604', '12104']",12104,"['12104', '80522', '37963', '42604', '17291']"
"[0, 2]","[18, 25]","['9836', '80744', '44145', '51831', '62071']",62071,"['80744', '51831', '62071', '9836', '44145']"
"[3, 21]","[15, 17]","['47060', '42206', '53064', '14038', '60915']",60915,"['60915', '53064', '42206', '14038', '47060']"
"[3, 26]","[15, 28]","['11033', '68096', '72586', '19246', '38548']",38548,"['72586', '38548', '19246', '68096', '11033']"
"[18, 23]","[0, 0]","['78682', '37360', '64247', '15451', '14834']",14834,"['15451', '78682', '14834', '64247', '37360']"
"[3, 28]","[15, 28]","['12683', '8257', '42226', '73823', '38548']",38548,"['73823', '42226', '12683', '8257', '38548']"
"[3, 26]","[15, 13]","['68096', '18887', '49864', '9147', '24364']",24364,"['68096', '24364', '9147', '18887', '49864']"
"[17, 21]","[7, 22]","['62454', '69704', '62549', '78147', '31113']",31113,"['69704', '31113', '78147', '62454', '62549']"
"[15, 28]","[3, 16]","['38548', '10526', '67905', '23274', '177']",177,"['177', '23274', '10526', '67905', '38548']"
"[3, 21]","[15, 28]","['47060', '53064', '14038', '42206', '23274']",23274,"['23274', '47060', '53064', '42206', '14038']"
"[18, 25]","[0, 14]","['73827', '4132', '25711', '62071', '42604']",42604,"['4132', '62071', '42604', '73827', '25711']"
"[3, 3]","[15, 28]","['22002', '22487', '30004', '10017', '3258']",3258,"['3258', '22487', '10017', '30004', '22002']"
"[0, 2]","[18, 25]","['62759', '44125', '67465', '51831', '73827']",73827,"['44125', '73827', '51831', '67465', '62759']"
"[3, 26]","[15, 28]","['19246', '1064', '18887', '9147', '67905']",67905,"['19246', '9147', '1064', '67905', '18887']"
"[18, 23]","[0, 14]","['64148', '59794', '67584', '32105', '42604']",42604,"['64148', '32105', '42604', '59794', '67584']"
"[15, 28]","[3, 26]","['10526', '3258', '38548', '23274', '50906']",50906,"['3258', '50906', '38548', '23274', '10526']"
"[0, 2]","[18, 23]","['66847', '9836', '44802', '32703', '48306']",48306,"['32703', '44802', '66847', '48306', '9836']"
"[17, 21]","[7, 1]","['40487', '9795', '78147', '69704', '12421']",12421,"['12421', '69704', '40487', '78147', '9795']"
"[0, 7]","[18, 23]","['65801', '66807', '15613', '10984', '48306']",48306,"['65801', '15613', '48306', '10984', '66807']"
"[0, 2]","[18, 25]","['44125', '32703', '44802', '67465', '25711']",25711,"['67465', '25711', '32703', '44802', '44125']"
"[0, 2]","[18, 25]","['66847', '48095', '45218', '43629', '25711']",25711,"['66847', '45218', '43629', '25711', '48095']"
"[7, 1]","[17, 5]","['8109', '16951', '53652', '12376', '33045']",33045,"['12376', '53652', '8109', '16951', '33045']"
"[18, 23]","[0, 0]","['65195', '25667', '61353', '37360', '8176']",8176,"['25667', '37360', '61353', '65195', '8176']"
"[3, 16]","[15, 28]","['63317', '59100', '56017', '177', '23274']",23274,"['63317', '177', '56017', '59100', '23274']"
"[0, 0]","[18, 23]","['14834', '78009', '28082', '8176', '78682']",78682,"['28082', '78682', '14834', '8176', '78009']"
"[17, 18]","[7, 20]","['21408', '31693', '66316', '46660', '2277']",2277,"['31693', '21408', '46660', '66316', '2277']"
"[0, 2]","[18, 25]","['27625', '59390', '54867', '63508', '3282']",3282,"['59390', '54867', '3282', '27625', '63508']"
"[3, 26]","[15, 17]","['32729', '49864', '72586', '34449', '60915']",60915,"['49864', '34449', '60915', '32729', '72586']"
"[18, 23]","[0, 7]","['5909', '42151', '40817', '15451', '10984']",10984,"['5909', '15451', '42151', '10984', '40817']"
"[15, 13]","[3, 3]","['68970', '20590', '25079', '53137', '22002']",22002,"['53137', '20590', '22002', '25079', '68970']"
"[0, 2]","[18, 23]","['43629', '44802', '59390', '66847', '26755']",26755,"['59390', '66847', '26755', '43629', '44802']"
"[3, 28]","[15, 13]","['8257', '73823', '12683', '42226', '25079']",25079,"['25079', '8257', '73823', '12683', '42226']"
"[7, 1]","[17, 18]","['17550', '12421', '10825', '3536', '51240']",51240,"['51240', '17550', '10825', '12421', '3536']"
"[3, 7]","[15, 17]","['73164', '19992', '37907', '4286', '47834']",47834,"['47834', '73164', '37907', '4286', '19992']"
"[17, 21]","[7, 3]","['62549', '40487', '78147', '69704', '75828']",75828,"['69704', '62549', '40487', '75828', '78147']"
"[0, 2]","[18, 25]","['67465', '43995', '28242', '70440', '73827']",73827,"['67465', '43995', '70440', '28242', '73827']"
"[3, 16]","[15, 13]","['177', '56017', '59100', '11746', '53137']",53137,"['56017', '11746', '59100', '53137', '177']"
"[17, 18]","[7, 22]","['66935', '46660', '6955', '31693', '23132']",23132,"['66935', '46660', '31693', '6955', '23132']"
"[15, 13]","[3, 5]","['34763', '20590', '42684', '24364', '63514']",63514,"['24364', '20590', '42684', '63514', '34763']"
"[15, 13]","[3, 16]","['53137', '20590', '68970', '42684', '63317']",63317,"['20590', '68970', '42684', '53137', '63317']"
"[3, 3]","[15, 28]","['72700', '22487', '10017', '994', '10526']",10526,"['22487', '72700', '10017', '10526', '994']"
"[3, 26]","[15, 17]","['32729', '9147', '50906', '11033', '47834']",47834,"['50906', '9147', '32729', '47834', '11033']"
"[17, 21]","[7, 3]","['62549', '62454', '69704', '78147', '64781']",64781,"['62454', '78147', '69704', '64781', '62549']"
"[7, 1]","[17, 21]","['16951', '3536', '10825', '8109', '62454']",62454,"['10825', '62454', '16951', '8109', '3536']"
"[18, 23]","[0, 7]","['48306', '5909', '78682', '37360', '10984']",10984,"['37360', '48306', '10984', '5909', '78682']"
"[3, 7]","[15, 21]","['4286', '19992', '37907', '19796', '3384']",3384,"['19992', '3384', '37907', '4286', '19796']"
"[18, 25]","[0, 14]","['3282', '25711', '4132', '73827', '39894']",39894,"['39894', '4132', '3282', '25711', '73827']"
"[18, 23]","[0, 6]","['25667', '42151', '40817', '48306', '41154']",41154,"['40817', '41154', '48306', '25667', '42151']"
"[0, 2]","[18, 23]","['63508', '66847', '43629', '9836', '40817']",40817,"['63508', '66847', '9836', '40817', '43629']"
"[15, 13]","[3, 28]","['42684', '24364', '20590', '68970', '42226']",42226,"['24364', '68970', '42684', '42226', '20590']"
"[3, 21]","[15, 28]","['57272', '53064', '42206', '47060', '38548']",38548,"['57272', '53064', '38548', '42206', '47060']"
"[18, 25]","[0, 7]","['4132', '73827', '62071', '25711', '66807']",66807,"['25711', '66807', '73827', '62071', '4132']"
"[0, 7]","[18, 23]","['10984', '72266', '66807', '15613', '20502']",20502,"['15613', '66807', '20502', '10984', '72266']"
"[0, 14]","[18, 23]","['75707', '39894', '17291', '80522', '64247']",64247,"['75707', '39894', '64247', '80522', '17291']"
"[0, 6]","[18, 23]","['49395', '59474', '25447', '43036', '26755']",26755,"['49395', '25447', '43036', '26755', '59474']"
"[0, 2]","[18, 25]","['44145', '9836', '59390', '80744', '62071']",62071,"['59390', '62071', '44145', '9836', '80744']"
"[15, 13]","[3, 3]","['24364', '68970', '53137', '34763', '22487']",22487,"['68970', '24364', '34763', '22487', '53137']"
"[3, 3]","[15, 28]","['994', '22487', '10131', '10017', '3258']",3258,"['22487', '994', '10017', '10131', '3258']"
"[7, 1]","[17, 21]","['12376', '3536', '12421', '10825', '78147']",78147,"['78147', '10825', '12376', '3536', '12421']"
"[15, 28]","[3, 5]","['3258', '67905', '10526', '23274', '74226']",74226,"['23274', '74226', '10526', '67905', '3258']"
"[0, 6]","[18, 23]","['43036', '49395', '41154', '25447', '15451']",15451,"['25447', '41154', '43036', '49395', '15451']"
"[0, 14]","[18, 23]","['17291', '42604', '39894', '75707', '5909']",5909,"['5909', '39894', '75707', '42604', '17291']"
"[3, 3]","[15, 13]","['10131', '30004', '22002', '10017', '68970']",68970,"['68970', '10017', '30004', '22002', '10131']"
"[0, 2]","[18, 23]","['80744', '44125', '48095', '45218', '78682']",78682,"['48095', '45218', '80744', '44125', '78682']"
"[15, 13]","[3, 28]","['34763', '68970', '25079', '42684', '55090']",55090,"['42684', '34763', '55090', '68970', '25079']"
"[17, 18]","[7, 3]","['31693', '51240', '66935', '66316', '61767']",61767,"['61767', '51240', '66935', '31693', '66316']"
"[7, 1]","[17, 18]","['53652', '16951', '8109', '10825', '46660']",46660,"['10825', '8109', '53652', '16951', '46660']"
"[3, 7]","[15, 28]","['19992', '73164', '4286', '19796', '23274']",23274,"['19796', '23274', '4286', '19992', '73164']"
"[15, 28]","[3, 17]","['3258', '38548', '23274', '10526', '64047']",64047,"['64047', '38548', '10526', '23274', '3258']"
"[3, 21]","[15, 21]","['42206', '53064', '57272', '47060', '7489']",7489,"['57272', '42206', '53064', '47060', '7489']"
"[15, 28]","[3, 5]","['23274', '67905', '38548', '10526', '63514']",63514,"['23274', '67905', '38548', '63514', '10526']"
"[0, 6]","[18, 23]","['43036', '49395', '41154', '43375', '72978']",72978,"['49395', '41154', '43036', '43375', '72978']"
"[3, 17]","[15, 21]","['53579', '54792', '33084', '64047', '13497']",13497,"['54792', '13497', '64047', '33084', '53579']"
"[15, 13]","[3, 17]","['24364', '42684', '53137', '20590', '12043']",12043,"['24364', '42684', '53137', '12043', '20590']"
"[17, 21]","[7, 20]","['69704', '40487', '9795', '62549', '54372']",54372,"['62549', '69704', '40487', '54372', '9795']"
"[0, 6]","[18, 23]","['43036', '41154', '75880', '49395', '40817']",40817,"['49395', '41154', '75880', '43036', '40817']"
"[0, 6]","[18, 25]","['25447', '43036', '41154', '43375', '4132']",4132,"['4132', '43375', '43036', '41154', '25447']"
"[17, 21]","[7, 22]","['62549', '62454', '78147', '69704', '79411']",79411,"['78147', '69704', '79411', '62549', '62454']"
"[18, 25]","[0, 7]","['62071', '25711', '73827', '3282', '10984']",10984,"['25711', '73827', '62071', '3282', '10984']"
"[3, 16]","[15, 13]","['11746', '63317', '56017', '177', '42684']",42684,"['177', '42684', '63317', '56017', '11746']"
"[0, 6]","[18, 25]","['49395', '59474', '43375', '25447', '62071']",62071,"['49395', '62071', '25447', '43375', '59474']"
"[3, 21]","[15, 28]","['14038', '53064', '42206', '57272', '23274']",23274,"['23274', '42206', '14038', '53064', '57272']"
"[3, 17]","[15, 17]","['38478', '53579', '64047', '33084', '60915']",60915,"['60915', '53579', '38478', '33084', '64047']"
"[18, 23]","[0, 14]","['59794', '64247', '6216', '40817', '37963']",37963,"['59794', '64247', '40817', '37963', '6216']"
"[18, 25]","[0, 6]","['62071', '3282', '4132', '25711', '75880']",75880,"['4132', '75880', '62071', '25711', '3282']"
"[3, 7]","[15, 28]","['19992', '19796', '73164', '30859', '3258']",3258,"['3258', '30859', '19796', '19992', '73164']"
