base_cluster,other_cluster,group,outlier_id,options
"[18, 25]","[19, 25]","['62071', '4132', '3282', '25711', '59747']",59747,"['4132', '25711', '59747', '3282', '62071']"
"[3, 7]","[0, 7]","['37907', '19796', '4286', '30859', '10984']",10984,"['37907', '19796', '4286', '10984', '30859']"
"[19, 18]","[17, 18]","['58616', '36535', '35149', '74633', '6955']",6955,"['74633', '6955', '36535', '35149', '58616']"
"[3, 7]","[0, 7]","['37907', '19796', '4286', '19992', '10984']",10984,"['4286', '19796', '37907', '10984', '19992']"
"[3, 7]","[0, 7]","['30859', '19992', '19796', '4286', '66807']",66807,"['30859', '4286', '66807', '19992', '19796']"
"[3, 21]","[17, 21]","['53064', '57272', '14038', '47060', '78147']",78147,"['78147', '47060', '57272', '53064', '14038']"
"[19, 5]","[3, 5]","['32569', '59952', '72346', '17017', '64']",64,"['72346', '64', '59952', '17017', '32569']"
"[17, 21]","[3, 21]","['40487', '62454', '78147', '9795', '42206']",42206,"['78147', '62454', '40487', '42206', '9795']"
"[17, 18]","[19, 18]","['66935', '66316', '21408', '46660', '58616']",58616,"['58616', '46660', '66316', '66935', '21408']"
"[5, 4]","[9, 4]","['51114', '70560', '27706', '2004', '50510']",50510,"['70560', '50510', '51114', '27706', '2004']"
"[19, 28]","[15, 28]","['43363', '40111', '23197', '52721', '3258']",3258,"['40111', '23197', '3258', '43363', '52721']"
"[5, 4]","[3, 4]","['63485', '35725', '27706', '62609', '9383']",9383,"['9383', '62609', '63485', '35725', '27706']"
"[3, 3]","[7, 3]","['22002', '22487', '10131', '30004', '52457']",52457,"['52457', '10131', '30004', '22487', '22002']"
"[19, 28]","[15, 28]","['40111', '42272', '23197', '52721', '38548']",38548,"['38548', '23197', '52721', '42272', '40111']"
"[3, 26]","[9, 26]","['68096', '50906', '1064', '32729', '50181']",50181,"['50906', '1064', '68096', '32729', '50181']"
"[0, 14]","[19, 14]","['17291', '80522', '42604', '39894', '64729']",64729,"['80522', '64729', '17291', '42604', '39894']"
"[3, 26]","[9, 26]","['49864', '19246', '11033', '40031', '50181']",50181,"['19246', '49864', '50181', '11033', '40031']"
"[17, 21]","[15, 21]","['40487', '69704', '78147', '9795', '3384']",3384,"['9795', '3384', '78147', '40487', '69704']"
"[17, 18]","[19, 18]","['21543', '6955', '46660', '70105', '74633']",74633,"['21543', '70105', '74633', '46660', '6955']"
"[3, 7]","[0, 7]","['73164', '37907', '30859', '19796', '72266']",72266,"['72266', '30859', '37907', '19796', '73164']"
"[17, 18]","[19, 18]","['66935', '51240', '21543', '31693', '30721']",30721,"['51240', '66935', '31693', '21543', '30721']"
"[19, 18]","[17, 18]","['29042', '74633', '55086', '58616', '70105']",70105,"['29042', '55086', '74633', '58616', '70105']"
"[19, 18]","[17, 18]","['30721', '35149', '41277', '36535', '6955']",6955,"['36535', '41277', '6955', '30721', '35149']"
"[15, 13]","[19, 13]","['42684', '34763', '68970', '53137', '26354']",26354,"['42684', '68970', '34763', '53137', '26354']"
"[19, 18]","[17, 18]","['41277', '74633', '49556', '58616', '6955']",6955,"['41277', '74633', '6955', '58616', '49556']"
"[3, 7]","[14, 7]","['19796', '73164', '37907', '30859', '25607']",25607,"['19796', '37907', '25607', '73164', '30859']"
"[5, 4]","[3, 4]","['2004', '53032', '51114', '62609', '20671']",20671,"['62609', '53032', '20671', '2004', '51114']"
"[19, 18]","[17, 18]","['29042', '36535', '55086', '58616', '31693']",31693,"['55086', '29042', '36535', '58616', '31693']"
"[19, 13]","[15, 13]","['43396', '26354', '43324', '42612', '24364']",24364,"['43396', '26354', '24364', '42612', '43324']"
"[0, 14]","[19, 14]","['1261', '80522', '42604', '75707', '26372']",26372,"['1261', '80522', '75707', '42604', '26372']"
"[19, 5]","[17, 5]","['55314', '17017', '72346', '59952', '7913']",7913,"['59952', '72346', '55314', '7913', '17017']"
"[17, 18]","[19, 18]","['21408', '46660', '70105', '6955', '74633']",74633,"['74633', '70105', '46660', '21408', '6955']"
"[3, 21]","[17, 21]","['57272', '14038', '42206', '53064', '78147']",78147,"['42206', '14038', '53064', '57272', '78147']"
"[3, 26]","[9, 26]","['9147', '1064', '49864', '40031', '27788']",27788,"['9147', '27788', '40031', '49864', '1064']"
"[3, 3]","[7, 3]","['72700', '994', '10131', '30004', '61767']",61767,"['61767', '10131', '72700', '994', '30004']"
"[0, 7]","[3, 7]","['66807', '10984', '65801', '15613', '73164']",73164,"['15613', '73164', '65801', '10984', '66807']"
"[3, 3]","[7, 3]","['10131', '10017', '22002', '22487', '64781']",64781,"['64781', '10131', '10017', '22487', '22002']"
"[3, 26]","[9, 26]","['72586', '40031', '1064', '32729', '23716']",23716,"['72586', '32729', '23716', '40031', '1064']"
"[0, 14]","[19, 14]","['17291', '39894', '75707', '1261', '64729']",64729,"['17291', '39894', '75707', '64729', '1261']"
"[9, 26]","[3, 26]","['23716', '27788', '50181', '7474', '40031']",40031,"['7474', '23716', '27788', '40031', '50181']"
"[19, 28]","[3, 28]","['52721', '40111', '23197', '42272', '73823']",73823,"['23197', '42272', '40111', '73823', '52721']"
"[5, 4]","[9, 4]","['70560', '53032', '35725', '63485', '79413']",79413,"['35725', '70560', '53032', '79413', '63485']"
"[19, 13]","[15, 13]","['42612', '26354', '43324', '43396', '34763']",34763,"['43324', '42612', '34763', '43396', '26354']"
"[17, 21]","[15, 21]","['69704', '62549', '9795', '40487', '13497']",13497,"['40487', '69704', '13497', '9795', '62549']"
"[19, 18]","[17, 18]","['41277', '49556', '36535', '55086', '46660']",46660,"['36535', '46660', '49556', '41277', '55086']"
"[9, 26]","[3, 26]","['27788', '7474', '6759', '23716', '18887']",18887,"['18887', '27788', '6759', '7474', '23716']"
"[3, 3]","[9, 3]","['30004', '10017', '10131', '22002', '64671']",64671,"['10131', '30004', '22002', '64671', '10017']"
"[19, 18]","[17, 18]","['74633', '29042', '55086', '49556', '70105']",70105,"['70105', '49556', '29042', '74633', '55086']"
"[5, 4]","[3, 4]","['35725', '2004', '53032', '27706', '9383']",9383,"['2004', '53032', '27706', '9383', '35725']"
"[3, 3]","[9, 3]","['994', '22487', '72700', '10131', '1268']",1268,"['994', '10131', '22487', '72700', '1268']"
"[0, 7]","[3, 7]","['72266', '15613', '65801', '10984', '19796']",19796,"['15613', '10984', '72266', '19796', '65801']"
"[3, 3]","[9, 3]","['994', '10131', '22487', '30004', '9662']",9662,"['22487', '994', '10131', '30004', '9662']"
"[19, 18]","[17, 18]","['49556', '41277', '30721', '58616', '6955']",6955,"['6955', '41277', '30721', '49556', '58616']"
"[3, 3]","[9, 3]","['994', '30004', '10131', '22002', '9662']",9662,"['9662', '10131', '22002', '994', '30004']"
"[3, 21]","[17, 21]","['53064', '42206', '57272', '47060', '9795']",9795,"['57272', '47060', '42206', '9795', '53064']"
"[9, 26]","[3, 26]","['6759', '50181', '23716', '7474', '72586']",72586,"['23716', '7474', '50181', '6759', '72586']"
"[3, 21]","[17, 21]","['57272', '53064', '14038', '42206', '69704']",69704,"['42206', '57272', '14038', '53064', '69704']"
"[3, 26]","[9, 26]","['68096', '19246', '11033', '34449', '7474']",7474,"['7474', '19246', '11033', '68096', '34449']"
"[3, 3]","[9, 3]","['994', '22487', '10017', '72700', '74662']",74662,"['22487', '994', '72700', '74662', '10017']"
"[19, 13]","[15, 13]","['43396', '35479', '43324', '26354', '34763']",34763,"['34763', '35479', '26354', '43324', '43396']"
"[19, 28]","[3, 28]","['23197', '40111', '43363', '52721', '73823']",73823,"['52721', '23197', '73823', '43363', '40111']"
"[17, 21]","[15, 21]","['78147', '62454', '40487', '69704', '3384']",3384,"['62454', '3384', '69704', '78147', '40487']"
"[5, 4]","[9, 4]","['35725', '51114', '63485', '27706', '80219']",80219,"['63485', '35725', '80219', '51114', '27706']"
"[3, 26]","[9, 26]","['68096', '49864', '32729', '50906', '50181']",50181,"['32729', '50181', '50906', '49864', '68096']"
"[17, 18]","[19, 18]","['21543', '66935', '21408', '70105', '36535']",36535,"['66935', '36535', '21543', '21408', '70105']"
"[0, 14]","[19, 14]","['17291', '37963', '1261', '75707', '26703']",26703,"['17291', '37963', '75707', '1261', '26703']"
"[15, 13]","[19, 13]","['68970', '20590', '25079', '34763', '35479']",35479,"['34763', '25079', '20590', '35479', '68970']"
"[5, 4]","[9, 4]","['62609', '70560', '35725', '2004', '64614']",64614,"['35725', '2004', '62609', '70560', '64614']"
"[19, 18]","[17, 18]","['35149', '58616', '41277', '30721', '21543']",21543,"['41277', '35149', '58616', '21543', '30721']"
"[3, 28]","[19, 28]","['42226', '12683', '55090', '73823', '42272']",42272,"['55090', '42272', '73823', '12683', '42226']"
"[3, 26]","[9, 26]","['40031', '49864', '11033', '18887', '27788']",27788,"['49864', '11033', '40031', '18887', '27788']"
"[17, 18]","[19, 18]","['51240', '66935', '66316', '21408', '30721']",30721,"['21408', '66316', '66935', '30721', '51240']"
"[15, 13]","[19, 13]","['68970', '34763', '20590', '25079', '43324']",43324,"['68970', '20590', '43324', '34763', '25079']"
"[5, 4]","[3, 4]","['2004', '27706', '35725', '53032', '11039']",11039,"['53032', '2004', '27706', '11039', '35725']"
"[3, 21]","[17, 21]","['42206', '57272', '14038', '53064', '62549']",62549,"['57272', '14038', '62549', '53064', '42206']"
"[0, 14]","[19, 14]","['1261', '42604', '39894', '80522', '26703']",26703,"['1261', '80522', '26703', '42604', '39894']"
"[5, 4]","[9, 4]","['70560', '63485', '53032', '27706', '50510']",50510,"['53032', '50510', '70560', '63485', '27706']"
"[3, 7]","[14, 7]","['4286', '19796', '30859', '19992', '38835']",38835,"['38835', '30859', '19992', '19796', '4286']"
"[19, 5]","[17, 5]","['59952', '63902', '17017', '55314', '33045']",33045,"['59952', '33045', '55314', '17017', '63902']"
"[0, 7]","[3, 7]","['72266', '65801', '66807', '15613', '30859']",30859,"['72266', '66807', '65801', '15613', '30859']"
"[19, 13]","[15, 13]","['43324', '26354', '37914', '35479', '24364']",24364,"['43324', '24364', '35479', '37914', '26354']"
"[9, 3]","[3, 3]","['9662', '14914', '74662', '1268', '30004']",30004,"['14914', '9662', '74662', '30004', '1268']"
"[17, 18]","[19, 18]","['66316', '70105', '6955', '21408', '41277']",41277,"['66316', '6955', '41277', '21408', '70105']"
"[0, 7]","[14, 7]","['10984', '15613', '66807', '65801', '25607']",25607,"['15613', '10984', '25607', '66807', '65801']"
"[0, 7]","[3, 7]","['66807', '10984', '72266', '15613', '73164']",73164,"['66807', '15613', '72266', '10984', '73164']"
"[17, 21]","[15, 21]","['78147', '40487', '62549', '62454', '7489']",7489,"['7489', '78147', '62549', '62454', '40487']"
"[3, 26]","[9, 26]","['18887', '68096', '49864', '9147', '7474']",7474,"['18887', '49864', '9147', '7474', '68096']"
"[19, 13]","[15, 13]","['42612', '43324', '35479', '26354', '34763']",34763,"['26354', '35479', '43324', '42612', '34763']"
"[14, 7]","[3, 7]","['38835', '51393', '25607', '67483', '37907']",37907,"['37907', '51393', '25607', '67483', '38835']"
"[5, 4]","[9, 4]","['2004', '53032', '70560', '27706', '79413']",79413,"['70560', '53032', '27706', '2004', '79413']"
"[3, 26]","[9, 26]","['19246', '34449', '50906', '49864', '6759']",6759,"['6759', '49864', '19246', '50906', '34449']"
"[19, 28]","[3, 28]","['43363', '55589', '23197', '40111', '42226']",42226,"['40111', '23197', '55589', '43363', '42226']"
"[15, 13]","[19, 13]","['20590', '25079', '68970', '42684', '26354']",26354,"['25079', '20590', '68970', '42684', '26354']"
"[17, 18]","[19, 18]","['21543', '46660', '66316', '31693', '41277']",41277,"['41277', '46660', '31693', '21543', '66316']"
"[19, 5]","[3, 5]","['72346', '76431', '55314', '63902', '12162']",12162,"['72346', '12162', '55314', '63902', '76431']"
"[19, 18]","[17, 18]","['55086', '41277', '29042', '74633', '66316']",66316,"['55086', '29042', '66316', '41277', '74633']"
"[19, 5]","[17, 5]","['32569', '17017', '76431', '63902', '50221']",50221,"['17017', '32569', '63902', '76431', '50221']"
"[9, 3]","[3, 3]","['1268', '74662', '14914', '64671', '72700']",72700,"['14914', '74662', '72700', '1268', '64671']"
"[3, 28]","[19, 28]","['42226', '8257', '55090', '73823', '43363']",43363,"['43363', '55090', '73823', '8257', '42226']"
"[3, 3]","[9, 3]","['10017', '10131', '30004', '72700', '64671']",64671,"['72700', '30004', '10017', '64671', '10131']"
"[19, 5]","[17, 5]","['76431', '63902', '55314', '72346', '7913']",7913,"['72346', '7913', '76431', '55314', '63902']"
"[0, 14]","[19, 14]","['1261', '42604', '17291', '80522', '64729']",64729,"['80522', '42604', '64729', '17291', '1261']"
"[3, 26]","[9, 26]","['49864', '19246', '40031', '9147', '27788']",27788,"['27788', '40031', '49864', '9147', '19246']"
"[3, 3]","[7, 3]","['10017', '10131', '22002', '994', '75828']",75828,"['10131', '994', '22002', '10017', '75828']"
"[3, 26]","[9, 26]","['72586', '34449', '50906', '11033', '6759']",6759,"['50906', '11033', '34449', '6759', '72586']"
"[19, 13]","[15, 13]","['37914', '43396', '26354', '35479', '68970']",68970,"['35479', '26354', '68970', '43396', '37914']"
"[18, 25]","[19, 25]","['4132', '25711', '62071', '73827', '74532']",74532,"['25711', '62071', '4132', '74532', '73827']"
"[3, 28]","[19, 28]","['8257', '12683', '42226', '55090', '52721']",52721,"['8257', '12683', '42226', '55090', '52721']"
"[3, 26]","[9, 26]","['34449', '49864', '11033', '40031', '23716']",23716,"['34449', '23716', '11033', '49864', '40031']"
"[17, 21]","[3, 21]","['69704', '62454', '78147', '62549', '57272']",57272,"['69704', '78147', '57272', '62549', '62454']"
"[3, 26]","[9, 26]","['9147', '34449', '19246', '49864', '6759']",6759,"['9147', '6759', '34449', '19246', '49864']"
"[3, 3]","[9, 3]","['72700', '994', '10017', '10131', '1268']",1268,"['10131', '10017', '72700', '994', '1268']"
"[5, 4]","[3, 4]","['63485', '51114', '62609', '70560', '11039']",11039,"['63485', '51114', '11039', '62609', '70560']"
"[3, 26]","[9, 26]","['50906', '32729', '19246', '1064', '6759']",6759,"['50906', '19246', '32729', '1064', '6759']"
"[15, 28]","[19, 28]","['38548', '23274', '3258', '10526', '40111']",40111,"['23274', '3258', '10526', '38548', '40111']"
"[15, 13]","[19, 13]","['24364', '25079', '34763', '42684', '42612']",42612,"['24364', '34763', '25079', '42612', '42684']"
"[17, 21]","[15, 21]","['9795', '62549', '62454', '69704', '7489']",7489,"['7489', '69704', '62549', '9795', '62454']"
"[19, 18]","[17, 18]","['58616', '41277', '29042', '36535', '21408']",21408,"['29042', '21408', '36535', '58616', '41277']"
"[9, 26]","[3, 26]","['27788', '7474', '6759', '50181', '34449']",34449,"['50181', '7474', '34449', '27788', '6759']"
"[17, 18]","[19, 18]","['66935', '6955', '70105', '51240', '30721']",30721,"['70105', '66935', '51240', '6955', '30721']"
"[17, 21]","[3, 21]","['9795', '40487', '69704', '78147', '47060']",47060,"['47060', '40487', '78147', '9795', '69704']"
"[3, 26]","[9, 26]","['50906', '18887', '11033', '1064', '23716']",23716,"['18887', '50906', '1064', '23716', '11033']"
"[17, 18]","[19, 18]","['66316', '21543', '21408', '66935', '29042']",29042,"['66316', '66935', '29042', '21543', '21408']"
"[3, 26]","[9, 26]","['50906', '9147', '49864', '1064', '50181']",50181,"['1064', '49864', '9147', '50906', '50181']"
"[14, 7]","[3, 7]","['77045', '38835', '67483', '51393', '4286']",4286,"['77045', '51393', '38835', '67483', '4286']"
"[3, 26]","[9, 26]","['18887', '9147', '19246', '34449', '7474']",7474,"['19246', '9147', '7474', '18887', '34449']"
"[5, 4]","[3, 4]","['2004', '53032', '70560', '51114', '35787']",35787,"['35787', '2004', '53032', '70560', '51114']"
"[19, 13]","[15, 13]","['42612', '43396', '35479', '37914', '20590']",20590,"['37914', '42612', '43396', '20590', '35479']"
"[19, 5]","[3, 5]","['32569', '59952', '72346', '17017', '63514']",63514,"['32569', '63514', '59952', '17017', '72346']"
"[19, 28]","[15, 28]","['23197', '43363', '55589', '52721', '38548']",38548,"['43363', '38548', '52721', '23197', '55589']"
"[17, 21]","[15, 21]","['9795', '78147', '40487', '62454', '13497']",13497,"['13497', '9795', '78147', '62454', '40487']"
"[14, 8]","[19, 8]","['46039', '28732', '40877', '28694', '36396']",36396,"['46039', '28694', '36396', '40877', '28732']"
"[19, 28]","[15, 28]","['42272', '40111', '55589', '52721', '10526']",10526,"['10526', '55589', '42272', '52721', '40111']"
"[5, 4]","[3, 4]","['2004', '53032', '62609', '63485', '20671']",20671,"['20671', '53032', '2004', '63485', '62609']"
"[19, 18]","[17, 18]","['55086', '49556', '58616', '35149', '6955']",6955,"['58616', '6955', '35149', '49556', '55086']"
"[3, 21]","[17, 21]","['47060', '53064', '57272', '14038', '9795']",9795,"['53064', '14038', '47060', '9795', '57272']"
"[3, 26]","[9, 26]","['11033', '19246', '50906', '1064', '23716']",23716,"['50906', '11033', '1064', '23716', '19246']"
"[3, 3]","[7, 3]","['10017', '22487', '22002', '994', '61767']",61767,"['61767', '10017', '22487', '994', '22002']"
"[19, 28]","[3, 28]","['43363', '42272', '23197', '55589', '73823']",73823,"['55589', '73823', '43363', '23197', '42272']"
"[17, 21]","[3, 21]","['62549', '62454', '9795', '69704', '47060']",47060,"['62549', '62454', '9795', '47060', '69704']"
"[17, 18]","[19, 18]","['70105', '66935', '6955', '21543', '55086']",55086,"['70105', '66935', '6955', '55086', '21543']"
"[5, 4]","[9, 4]","['2004', '70560', '63485', '35725', '79413']",79413,"['2004', '79413', '70560', '35725', '63485']"
"[3, 26]","[9, 26]","['40031', '19246', '11033', '9147', '23716']",23716,"['11033', '9147', '19246', '23716', '40031']"
"[19, 13]","[15, 13]","['43396', '35479', '42612', '26354', '34763']",34763,"['26354', '35479', '42612', '34763', '43396']"
"[3, 7]","[14, 7]","['4286', '37907', '30859', '19992', '77045']",77045,"['19992', '30859', '37907', '4286', '77045']"
"[3, 26]","[9, 26]","['40031', '34449', '72586', '11033', '6759']",6759,"['34449', '6759', '72586', '11033', '40031']"
"[3, 7]","[0, 7]","['30859', '37907', '73164', '19992', '66807']",66807,"['30859', '66807', '37907', '19992', '73164']"
"[19, 28]","[15, 28]","['52721', '42272', '55589', '23197', '67905']",67905,"['52721', '42272', '23197', '67905', '55589']"
"[9, 26]","[3, 26]","['6759', '27788', '50181', '23716', '1064']",1064,"['27788', '6759', '50181', '23716', '1064']"
"[5, 4]","[9, 4]","['35725', '63485', '62609', '70560', '80219']",80219,"['80219', '63485', '70560', '35725', '62609']"
"[3, 7]","[0, 7]","['19796', '30859', '73164', '37907', '15613']",15613,"['73164', '30859', '19796', '15613', '37907']"
"[3, 21]","[17, 21]","['47060', '42206', '53064', '14038', '9795']",9795,"['42206', '53064', '14038', '47060', '9795']"
"[19, 13]","[15, 13]","['26354', '42612', '43324', '35479', '24364']",24364,"['35479', '24364', '43324', '42612', '26354']"
"[19, 28]","[15, 28]","['40111', '55589', '52721', '23197', '10526']",10526,"['23197', '52721', '40111', '55589', '10526']"
"[7, 3]","[3, 3]","['64781', '75828', '52457', '61767', '10017']",10017,"['52457', '75828', '64781', '61767', '10017']"
"[0, 14]","[19, 14]","['39894', '1261', '37963', '80522', '64729']",64729,"['80522', '1261', '39894', '64729', '37963']"
"[17, 18]","[19, 18]","['66316', '51240', '21408', '6955', '49556']",49556,"['21408', '49556', '51240', '6955', '66316']"
"[19, 18]","[17, 18]","['35149', '30721', '74633', '55086', '21408']",21408,"['74633', '35149', '30721', '55086', '21408']"
"[19, 13]","[15, 13]","['43324', '43396', '37914', '42612', '68970']",68970,"['37914', '43396', '43324', '68970', '42612']"
"[17, 18]","[19, 18]","['6955', '21408', '70105', '51240', '29042']",29042,"['29042', '51240', '70105', '21408', '6955']"
"[19, 18]","[17, 18]","['30721', '35149', '58616', '74633', '70105']",70105,"['30721', '35149', '70105', '58616', '74633']"
"[19, 13]","[15, 13]","['42612', '43396', '37914', '26354', '25079']",25079,"['42612', '37914', '25079', '43396', '26354']"
"[14, 7]","[0, 7]","['38835', '51393', '25607', '67483', '66807']",66807,"['51393', '25607', '67483', '38835', '66807']"
"[19, 28]","[15, 28]","['40111', '55589', '23197', '42272', '3258']",3258,"['42272', '55589', '3258', '23197', '40111']"
"[15, 13]","[19, 13]","['34763', '42684', '24364', '25079', '43324']",43324,"['43324', '34763', '24364', '25079', '42684']"
"[3, 26]","[9, 26]","['40031', '19246', '72586', '1064', '50181']",50181,"['72586', '19246', '40031', '1064', '50181']"
"[3, 3]","[7, 3]","['10131', '10017', '994', '30004', '64781']",64781,"['64781', '10017', '10131', '994', '30004']"
"[3, 26]","[9, 26]","['11033', '19246', '32729', '18887', '23716']",23716,"['11033', '18887', '32729', '19246', '23716']"
"[19, 5]","[3, 5]","['55314', '59952', '17017', '32569', '74226']",74226,"['55314', '59952', '32569', '74226', '17017']"
"[3, 3]","[7, 3]","['22487', '10131', '72700', '30004', '61767']",61767,"['10131', '72700', '61767', '22487', '30004']"
"[15, 13]","[19, 13]","['34763', '42684', '20590', '68970', '43396']",43396,"['20590', '34763', '42684', '43396', '68970']"
"[3, 7]","[14, 7]","['4286', '73164', '37907', '19796', '67483']",67483,"['4286', '73164', '37907', '19796', '67483']"
"[17, 21]","[15, 21]","['69704', '62454', '62549', '78147', '3384']",3384,"['62549', '69704', '3384', '78147', '62454']"
"[0, 7]","[3, 7]","['15613', '72266', '10984', '66807', '19992']",19992,"['10984', '72266', '19992', '66807', '15613']"
"[17, 21]","[15, 21]","['9795', '62549', '40487', '69704', '7489']",7489,"['69704', '7489', '62549', '40487', '9795']"
"[9, 26]","[3, 26]","['50181', '27788', '7474', '6759', '40031']",40031,"['27788', '50181', '40031', '7474', '6759']"
"[3, 7]","[0, 7]","['4286', '30859', '73164', '19796', '15613']",15613,"['73164', '30859', '4286', '19796', '15613']"
"[19, 18]","[17, 18]","['55086', '49556', '30721', '74633', '31693']",31693,"['74633', '31693', '49556', '30721', '55086']"
"[19, 13]","[15, 13]","['26354', '42612', '43396', '43324', '42684']",42684,"['42612', '26354', '43324', '43396', '42684']"
"[3, 7]","[0, 7]","['19992', '4286', '73164', '30859', '65801']",65801,"['30859', '65801', '4286', '19992', '73164']"
"[17, 18]","[19, 18]","['46660', '6955', '51240', '66316', '49556']",49556,"['66316', '51240', '46660', '6955', '49556']"
"[17, 18]","[19, 18]","['66316', '46660', '51240', '70105', '30721']",30721,"['30721', '70105', '51240', '66316', '46660']"
"[5, 4]","[3, 4]","['51114', '27706', '70560', '2004', '11039']",11039,"['2004', '70560', '27706', '11039', '51114']"
"[3, 7]","[0, 7]","['37907', '19796', '30859', '19992', '66807']",66807,"['37907', '30859', '19992', '19796', '66807']"
"[3, 7]","[14, 7]","['19796', '19992', '37907', '4286', '67483']",67483,"['4286', '19796', '37907', '19992', '67483']"
"[3, 26]","[9, 26]","['34449', '40031', '19246', '49864', '50181']",50181,"['50181', '34449', '19246', '49864', '40031']"
"[3, 7]","[0, 7]","['37907', '73164', '30859', '4286', '65801']",65801,"['4286', '30859', '73164', '37907', '65801']"
"[3, 21]","[17, 21]","['47060', '53064', '14038', '57272', '40487']",40487,"['40487', '53064', '47060', '57272', '14038']"
"[3, 26]","[9, 26]","['40031', '18887', '9147', '72586', '6759']",6759,"['9147', '40031', '72586', '6759', '18887']"
"[3, 3]","[9, 3]","['30004', '10131', '10017', '22487', '9662']",9662,"['30004', '10017', '9662', '10131', '22487']"
"[3, 7]","[14, 7]","['19796', '19992', '37907', '73164', '38835']",38835,"['38835', '19992', '19796', '37907', '73164']"
"[19, 5]","[3, 5]","['59952', '72346', '32569', '55314', '74226']",74226,"['32569', '72346', '55314', '59952', '74226']"
"[5, 4]","[9, 4]","['2004', '53032', '63485', '35725', '64614']",64614,"['63485', '53032', '2004', '35725', '64614']"
"[15, 13]","[19, 13]","['42684', '24364', '25079', '53137', '42612']",42612,"['42684', '53137', '42612', '25079', '24364']"
"[15, 13]","[19, 13]","['68970', '34763', '25079', '53137', '43324']",43324,"['68970', '43324', '25079', '34763', '53137']"
"[3, 26]","[9, 26]","['1064', '50906', '11033', '19246', '7474']",7474,"['7474', '11033', '19246', '50906', '1064']"
"[17, 21]","[3, 21]","['69704', '40487', '62549', '9795', '42206']",42206,"['40487', '9795', '42206', '62549', '69704']"
"[19, 28]","[3, 28]","['55589', '23197', '40111', '43363', '12683']",12683,"['43363', '12683', '55589', '40111', '23197']"
"[19, 5]","[3, 5]","['63902', '17017', '59952', '72346', '12162']",12162,"['59952', '63902', '72346', '12162', '17017']"
"[5, 4]","[9, 4]","['35725', '70560', '27706', '63485', '79413']",79413,"['79413', '27706', '70560', '63485', '35725']"
"[5, 4]","[3, 4]","['2004', '27706', '51114', '62609', '11039']",11039,"['62609', '27706', '51114', '11039', '2004']"
"[9, 3]","[3, 3]","['14914', '74662', '9662', '64671', '10131']",10131,"['10131', '64671', '14914', '9662', '74662']"
"[17, 18]","[19, 18]","['21408', '6955', '51240', '46660', '58616']",58616,"['46660', '6955', '58616', '51240', '21408']"
"[15, 13]","[19, 13]","['42684', '24364', '20590', '34763', '35479']",35479,"['24364', '20590', '34763', '35479', '42684']"
"[3, 3]","[9, 3]","['10017', '22002', '72700', '30004', '14914']",14914,"['14914', '30004', '10017', '22002', '72700']"
"[3, 26]","[9, 26]","['19246', '1064', '32729', '40031', '7474']",7474,"['32729', '19246', '40031', '1064', '7474']"
"[3, 3]","[7, 3]","['22487', '72700', '10017', '22002', '64781']",64781,"['72700', '22002', '64781', '22487', '10017']"
"[17, 18]","[19, 18]","['66935', '66316', '70105', '46660', '29042']",29042,"['70105', '29042', '46660', '66935', '66316']"
"[9, 26]","[3, 26]","['7474', '6759', '23716', '27788', '49864']",49864,"['23716', '27788', '6759', '7474', '49864']"
"[0, 14]","[19, 14]","['39894', '80522', '17291', '42604', '26703']",26703,"['42604', '26703', '80522', '17291', '39894']"
"[19, 5]","[17, 5]","['63902', '59952', '72346', '32569', '7913']",7913,"['63902', '59952', '32569', '72346', '7913']"
"[0, 14]","[19, 14]","['17291', '1261', '37963', '42604', '72517']",72517,"['37963', '17291', '42604', '72517', '1261']"
"[19, 18]","[17, 18]","['30721', '35149', '29042', '41277', '31693']",31693,"['30721', '31693', '29042', '41277', '35149']"
"[19, 18]","[17, 18]","['35149', '55086', '30721', '58616', '70105']",70105,"['30721', '55086', '58616', '70105', '35149']"
"[5, 4]","[9, 4]","['70560', '35725', '2004', '63485', '80219']",80219,"['70560', '80219', '35725', '2004', '63485']"
"[5, 4]","[9, 4]","['27706', '70560', '63485', '51114', '64614']",64614,"['51114', '27706', '70560', '64614', '63485']"
"[3, 7]","[0, 7]","['19992', '30859', '73164', '37907', '72266']",72266,"['19992', '37907', '73164', '72266', '30859']"
"[17, 18]","[19, 18]","['6955', '66935', '51240', '21408', '49556']",49556,"['21408', '51240', '49556', '66935', '6955']"
"[3, 26]","[9, 26]","['50906', '49864', '19246', '34449', '23716']",23716,"['23716', '34449', '49864', '50906', '19246']"
"[19, 13]","[15, 13]","['42612', '26354', '43396', '37914', '42684']",42684,"['26354', '43396', '42612', '42684', '37914']"
"[3, 3]","[7, 3]","['22002', '10017', '72700', '10131', '52457']",52457,"['10017', '52457', '22002', '10131', '72700']"
"[15, 13]","[19, 13]","['20590', '25079', '53137', '34763', '43396']",43396,"['25079', '43396', '34763', '20590', '53137']"
"[19, 18]","[17, 18]","['49556', '36535', '30721', '41277', '66935']",66935,"['36535', '30721', '66935', '49556', '41277']"
"[3, 3]","[9, 3]","['994', '72700', '22002', '22487', '74662']",74662,"['74662', '22002', '72700', '22487', '994']"
"[0, 14]","[19, 14]","['39894', '37963', '75707', '1261', '64729']",64729,"['37963', '39894', '75707', '1261', '64729']"
